model,horizon,feature_set,mode,feature,members,baseline_f1,knockout_f1,importance,is_thyroid,cache_key
ENSEMBLE,7,CV17_THY_STATES,single,SCT,SCT,0.7476253807542151,0.7476253807542151,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,Hypothyroid,Hypothyroid,0.7476253807542151,0.7476253807542151,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,AFib,AFib,0.7476253807542151,0.7477889972144847,0.9997811996955305,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,Low_T3,Low_T3,0.7476253807542151,0.7478576736824337,0.999689388855135,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,Smoke,Smoke,0.7476253807542151,0.7490059512981107,0.9981567962958067,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,Previous_CABG,Previous_CABG,0.7476253807542151,0.750206910821436,0.9965589092422593,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,SCH,SCH,0.7476253807542151,0.750305556460104,0.996427887701467,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_STATES,single,Gender,Gender,0.7476253807542151,0.7537166900420758,0.9919183038290945,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_5,"Gender, Angina, Previous_CABG, Previous_PCI, Previous_MI, Angiography, Vessels, Ischemia, PostIsch_DCM, Smoke, Dyslipidemia, AFib, fe",0.7172707431392894,0.5089331929868443,1.4093612934337152,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_2,"Age, fT3, fT4, Low_T3, Hyperthyroid, fT3_fT4_ratio",0.7172707431392894,0.6405449960151534,1.119781978785954,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_7,Hypertension,0.7172707431392894,0.7146936810221939,1.003605827483195,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_3,Acute_MI,0.7172707431392894,0.7156592516894202,1.0022517580064325,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_4,Hypothyroid,0.7172707431392894,0.7172707431392894,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_1,"TSH, SCH, SCT",0.7172707431392894,0.721459324722411,0.994194292817917,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,multi,cluster_6,Diabetes,0.7172707431392894,0.7280681378242353,0.9851698019402237,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Age,Age,0.7172707431392894,0.6393995523025412,1.1217879971237488,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,fe,fe,0.7172707431392894,0.6597931197142761,1.0871146147293929,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,fT3_fT4_ratio,fT3_fT4_ratio,0.7172707431392894,0.6998275725384493,1.024924954782175,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Dyslipidemia,Dyslipidemia,0.7172707431392894,0.7046565588361673,1.0179011805750535,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Angina,Angina,0.7172707431392894,0.7055503950781109,1.0166116384356654,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,PostIsch_DCM,PostIsch_DCM,0.7172707431392894,0.7072314064896668,1.014195264177326,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,AFib,AFib,0.7172707431392894,0.7114467961588931,1.0081860611529068,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Smoke,Smoke,0.7172707431392894,0.7130821615561678,1.0058739116036515,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Hypertension,Hypertension,0.7172707431392894,0.7146936810221939,1.003605827483195,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Acute_MI,Acute_MI,0.7172707431392894,0.7156592516894202,1.0022517580064325,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Previous_CABG,Previous_CABG,0.7172707431392894,0.7159792588364017,1.0018038012790853,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Angiography,Angiography,0.7172707431392894,0.7166250488372488,1.0009010211170937,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,SCT,SCT,0.7172707431392894,0.7172707431392894,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Hypothyroid,Hypothyroid,0.7172707431392894,0.7172707431392894,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Previous_MI,Previous_MI,0.7172707431392894,0.7185682026944273,0.9981943821751744,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,TSH,TSH,0.7172707431392894,0.7185682026944273,0.9981943821751744,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,SCH,SCH,0.7172707431392894,0.7185682026944273,0.9981943821751744,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Ischemia,Ischemia,0.7172707431392894,0.72196615178917,0.9934963590214798,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Gender,Gender,0.7172707431392894,0.7230237925251954,0.9920430704419654,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Low_T3,Low_T3,0.7172707431392894,0.7230237925251954,0.9920430704419654,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Hyperthyroid,Hyperthyroid,0.7172707431392894,0.7230237925251954,0.9920430704419654,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Previous_PCI,Previous_PCI,0.7172707431392894,0.7243328100470958,0.9902502457297948,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,fT4,fT4,0.7172707431392894,0.7247829178830751,0.9896352762207378,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Vessels,Vessels,0.7172707431392894,0.7256479063055328,0.9884556089896356,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,fT3,fT3,0.7172707431392894,0.7256479063055328,0.9884556089896356,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_STATES_RATIO,single,Diabetes,Diabetes,0.7172707431392894,0.7280681378242353,0.9851698019402237,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_4,"Angina, Previous_CABG, Previous_PCI, Previous_MI, Angiography, Vessels, Ischemia, PostIsch_DCM, Dyslipidemia, AFib, fe",0.7619160084323965,0.5655141388174807,1.3472978943118952,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_5,"Age, fT3, fT4, fT3_fT4_ratio",0.7619160084323965,0.6500812409945125,1.1720319867510651,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_1,Diabetes,0.7619160084323965,0.7361968142354882,1.034935215284267,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_6,TSH,0.7619160084323965,0.7492311677615192,1.0169304764893534,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_3,"Gender, Smoke",0.7619160084323965,0.7577763983723016,1.0054628384692197,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_7,Acute_MI,0.7619160084323965,0.7583457631934086,1.0047079385318294,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,multi,cluster_2,Hypertension,0.7619160084323965,0.7655540720961281,0.9952478031319585,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Age,Age,0.7619160084323965,0.6705604631803894,1.1362375956654505,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Dyslipidemia,Dyslipidemia,0.7619160084323965,0.7185897435897436,1.060293464009401,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,fT3_fT4_ratio,fT3_fT4_ratio,0.7619160084323965,0.7211312729582677,1.0565566034971956,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,fe,fe,0.7619160084323965,0.723819202477739,1.0526330412681046,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Diabetes,Diabetes,0.7619160084323965,0.7361968142354882,1.034935215284267,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Ischemia,Ischemia,0.7619160084323965,0.7414283937932343,1.0276326275209735,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Vessels,Vessels,0.7619160084323965,0.7426812986420919,1.0258990092055273,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,AFib,AFib,0.7619160084323965,0.7427403809083197,1.0258174027115994,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Angina,Angina,0.7619160084323965,0.7440391529810861,1.02402676711257,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,TSH,TSH,0.7619160084323965,0.7492311677615192,1.0169304764893534,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,PostIsch_DCM,PostIsch_DCM,0.7619160084323965,0.7544481142126571,1.009898486163668,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,fT4,fT4,0.7619160084323965,0.7552991299726266,1.0087606064897887,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Previous_MI,Previous_MI,0.7619160084323965,0.7554317548746519,1.008583506737575,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Gender,Gender,0.7619160084323965,0.7579298142781161,1.0052593183157428,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Acute_MI,Acute_MI,0.7619160084323965,0.7583457631934086,1.0047079385318294,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Previous_PCI,Previous_PCI,0.7619160084323965,0.7605818461048466,1.001754133804774,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Smoke,Smoke,0.7619160084323965,0.7619160084323965,1.0,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Previous_CABG,Previous_CABG,0.7619160084323965,0.7642177118254979,0.9969881574877356,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Hypertension,Hypertension,0.7619160084323965,0.7655540720961281,0.9952478031319585,False,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,fT3,fT3,0.7619160084323965,0.7655540720961281,0.9952478031319585,True,1d225cfbcbdb0d4d706d
ENSEMBLE,7,CV17_THY_CONT_RATIO,single,Angiography,Angiography,0.7619160084323965,0.7682432270294915,0.991764042461448,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_4,Age,0.7534569453174105,0.7113322399545827,1.05921945189145,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_6,"Previous_CABG, Previous_PCI, Previous_MI, PostIsch_DCM, fe",0.7534569453174105,0.726828394200379,1.0366366412340382,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_5,"Angina, Angiography, Vessels, Ischemia, Dyslipidemia, AFib",0.7534569453174105,0.7354198127453941,1.0245263076400974,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_1,Diabetes,0.7534569453174105,0.74756864608076,1.0078766000520765,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_2,Hypertension,0.7534569453174105,0.7480252322102834,1.0072614035907284,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_3,"Gender, Smoke",0.7534569453174105,0.7528577857785779,1.0007958469051534,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,multi,cluster_7,Acute_MI,0.7534569453174105,0.7528577857785779,1.0007958469051534,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Age,Age,0.7534569453174105,0.7113322399545827,1.05921945189145,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,fe,fe,0.7534569453174105,0.7397303655446978,1.0185561934619314,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Dyslipidemia,Dyslipidemia,0.7534569453174105,0.7468148743024621,1.0088938654591637,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Diabetes,Diabetes,0.7534569453174105,0.74756864608076,1.0078766000520765,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Hypertension,Hypertension,0.7534569453174105,0.7480252322102834,1.0072614035907284,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,PostIsch_DCM,PostIsch_DCM,0.7534569453174105,0.74924335500884,1.0056237940322084,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Angiography,Angiography,0.7534569453174105,0.7498355754857997,1.0048295519044486,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,AFib,AFib,0.7534569453174105,0.7510503926088341,1.0032042493183673,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Angina,Angina,0.7534569453174105,0.7513523428755395,1.0028010858844418,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Previous_CABG,Previous_CABG,0.7534569453174105,0.7513523428755395,1.0028010858844418,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Acute_MI,Acute_MI,0.7534569453174105,0.7528577857785779,1.0007958469051534,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Previous_PCI,Previous_PCI,0.7534569453174105,0.7534569453174105,1.0,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Previous_MI,Previous_MI,0.7534569453174105,0.7534569453174105,1.0,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Gender,Gender,0.7534569453174105,0.7549708588669628,0.9979947390925468,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Smoke,Smoke,0.7534569453174105,0.7549708588669628,0.9979947390925468,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Ischemia,Ischemia,0.7534569453174105,0.7561116644842625,0.9964889853026367,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17,single,Vessels,Vessels,0.7534569453174105,0.7566181005096231,0.9958219936978994,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_3,"Age, fT3, Low_T3",0.7405843743871913,0.699942627653471,1.058064397177766,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_5,"Angina, Previous_CABG, Previous_PCI, Previous_MI, Angiography, Vessels, Ischemia, PostIsch_DCM, Dyslipidemia, AFib, fe",0.7405843743871913,0.714479244596316,1.0365372822070218,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_6,"Diabetes, Hypertension",0.7405843743871913,0.7313563342783092,1.012617707232943,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_4,Hypothyroid,0.7405843743871913,0.7388053967668573,1.002407910971034,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_2,"Gender, Smoke",0.7405843743871913,0.7405843743871913,1.0,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_7,Acute_MI,0.7405843743871913,0.7418956848955924,0.9982324866755551,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,multi,cluster_1,"TSH, fT4, SCH, SCT, Hyperthyroid",0.7405843743871913,0.7548624265454982,0.9810852260541725,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Age,Age,0.7405843743871913,0.7079622982135735,1.0460788325253114,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Diabetes,Diabetes,0.7405843743871913,0.7360167153807327,1.0062059174893818,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Previous_PCI,Previous_PCI,0.7405843743871913,0.7383389778325122,1.0030411458992328,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Angiography,Angiography,0.7405843743871913,0.7388053967668573,1.002407910971034,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,PostIsch_DCM,PostIsch_DCM,0.7405843743871913,0.7388053967668573,1.002407910971034,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Hypothyroid,Hypothyroid,0.7405843743871913,0.7388053967668573,1.002407910971034,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,AFib,AFib,0.7405843743871913,0.7391521197007482,1.0019376994914428,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Gender,Gender,0.7405843743871913,0.7392621567725112,1.0017885639114177,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Hypertension,Hypertension,0.7405843743871913,0.7405843743871913,1.0,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,SCH,SCH,0.7405843743871913,0.7405843743871913,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Hyperthyroid,Hyperthyroid,0.7405843743871913,0.7405843743871913,1.0,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Low_T3,Low_T3,0.7405843743871913,0.7410424015383847,0.999381915056085,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,fe,fe,0.7405843743871913,0.7418841851283176,0.9982479600358357,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Previous_CABG,Previous_CABG,0.7405843743871913,0.7418956848955924,0.9982324866755551,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Acute_MI,Acute_MI,0.7405843743871913,0.7418956848955924,0.9982324866755551,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Angina,Angina,0.7405843743871913,0.7423645320197045,0.9976020437996006,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Smoke,Smoke,0.7405843743871913,0.7423645320197045,0.9976020437996006,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,SCT,SCT,0.7405843743871913,0.7436759297492754,0.995842872898782,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Previous_MI,Previous_MI,0.7405843743871913,0.7446063220711108,0.9945985582384896,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Dyslipidemia,Dyslipidemia,0.7405843743871913,0.7454574951330305,0.9934629126708698,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,TSH,TSH,0.7405843743871913,0.7454987834549879,0.9934078912308603,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,fT3,fT3,0.7405843743871913,0.7486282697550303,0.9892551541361494,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,fT4,fT4,0.7405843743871913,0.7490247678018576,0.9887314895615054,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Vessels,Vessels,0.7405843743871913,0.752902129985748,0.9836396324197012,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_CONT_STATES,single,Ischemia,Ischemia,0.7405843743871913,0.7557272365318061,0.9799625295839427,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_6,"Age, Thyroid_abnormal",0.7633912414042707,0.6959899790411317,1.0968422885283464,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_4,"Previous_CABG, Previous_PCI, Previous_MI, PostIsch_DCM, fe",0.7633912414042707,0.7247368421052631,1.0533357724532422,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_1,Diabetes,0.7633912414042707,0.7454574951330305,1.024057369317938,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_7,Acute_MI,0.7633912414042707,0.751215644820296,1.0162078581136145,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_5,"Gender, Smoke",0.7633912414042707,0.7551646028390214,1.0108938349789192,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_3,"Angina, Angiography, Vessels, Ischemia, Dyslipidemia, AFib",0.7633912414042707,0.7571017874894928,1.008307276536268,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,multi,cluster_2,Hypertension,0.7633912414042707,0.7594477620943418,1.0051925616306432,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Age,Age,0.7633912414042707,0.7274993587277158,1.0493359646932532,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,fe,fe,0.7633912414042707,0.7423596127775762,1.0283307823657104,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Diabetes,Diabetes,0.7633912414042707,0.7454574951330305,1.024057369317938,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Ischemia,Ischemia,0.7633912414042707,0.7507402250884705,1.0168513899922031,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Acute_MI,Acute_MI,0.7633912414042707,0.751215644820296,1.0162078581136145,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Angiography,Angiography,0.7633912414042707,0.7533623828117632,1.0133121308168813,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,PostIsch_DCM,PostIsch_DCM,0.7633912414042707,0.7537006129699467,1.0128573975761255,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Smoke,Smoke,0.7633912414042707,0.7558356676003735,1.0099963181519136,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Dyslipidemia,Dyslipidemia,0.7633912414042707,0.7558940382272918,1.0099183255824602,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Thyroid_abnormal,Thyroid_abnormal,0.7633912414042707,0.756260301221938,1.0094292139502905,True,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Previous_CABG,Previous_CABG,0.7633912414042707,0.7591135608577468,1.0056350996307988,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,AFib,AFib,0.7633912414042707,0.7591135608577468,1.0056350996307988,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Angina,Angina,0.7633912414042707,0.7594477620943418,1.0051925616306432,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Hypertension,Hypertension,0.7633912414042707,0.7594477620943418,1.0051925616306432,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Vessels,Vessels,0.7633912414042707,0.7623317358180742,1.0013898222209778,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Gender,Gender,0.7633912414042707,0.7627257054713728,1.0008725757216832,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Previous_PCI,Previous_PCI,0.7633912414042707,0.7637119363874583,0.9995800838406369,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_ABNORMAL_BIN,single,Previous_MI,Previous_MI,0.7633912414042707,0.7637119363874583,0.9995800838406369,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_3,"Gender, Age, Smoke",0.7584204149628957,0.6889906782385085,1.1007702120178071,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_5,"Previous_CABG, Previous_PCI, Previous_MI, PostIsch_DCM, fe",0.7584204149628957,0.7217312852780605,1.050834888875158,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_4,"Angina, Angiography, Vessels, Ischemia, Dyslipidemia, AFib",0.7584204149628957,0.7370097217566209,1.0290507608980293,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_1,Diabetes,0.7584204149628957,0.7481751121896727,1.0136937230419738,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_2,Hypertension,0.7584204149628957,0.7487032419896108,1.012978670891637,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_6,Acute_MI,0.7584204149628957,0.7540951283140205,1.0057357307937336,False,1d225cfbcbdb0d4d706d
ENSEMBLE,10,CV17_THY_STATE_ORD,multi,cluster_7,thyroid_ord,0.7584204149628957,0.7566181005096231,1.0023820662657406,True,1d225cfbcbdb0d4d706d
