horizon,feature_set,model,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free
10,CV17_THY_CONT,MLP,1568,577,0.367984693877551,0.5,0.7788065883082971,0.8593441493371017,0.7872787848679678,0.15167332964610328,0.6875,0.7816291161178509,0.8618421052631579,0.79313824419778
10,CV17_THY_CONT,GradientBoosting,1568,577,0.367984693877551,0.5,0.7654989471381299,0.8510476436979609,0.7713375668613707,0.15334348003167286,0.6754250386398764,0.75736568457539,0.8479913137893594,0.7880928355196771
10,CV17_THY_CONT,XGBoost,1568,577,0.367984693877551,0.5,0.7475358422939069,0.8358589524087673,0.7422011695215578,0.1761237543336112,0.6817391304347826,0.6793760831889082,0.8136958710976838,0.8153380423814329
10,CV17_THY_STATES,LogisticRegression,1568,577,0.367984693877551,0.5,0.7756750664272921,0.8629572565568453,0.7942558183782091,0.1497912638029005,0.6791044776119403,0.7885615251299827,0.8641425389755011,0.7830474268415741
10,CV17_THY_STATES,SVC,1568,577,0.367984693877551,0.5,0.7623028444898654,0.8541395960525142,0.7674971394310043,0.15178854689270668,0.6676783004552352,0.7625649913344887,0.8492849284928493,0.7790110998990918
10,CV17_THY_STATES,KNeighbors,1568,577,0.367984693877551,0.5,0.693570187044947,0.7655319014982328,0.6144702507412084,0.19931122448979594,0.6006493506493507,0.6412478336221837,0.782563025210084,0.751765893037336
10,CV17_THY_STATES,RandomForest,1568,577,0.367984693877551,0.5,0.7674686214759094,0.854770927952963,0.7767357709356812,0.14781696428571428,0.6993243243243243,0.7175043327556326,0.8329918032786885,0.8203834510595358
10,CV17_THY_STATES,AdaBoost,1568,577,0.367984693877551,0.5,0.7607384855267934,0.8435905821369798,0.7576142476239032,0.18976850319112534,0.6702786377708978,0.7504332755632582,0.8438177874186551,0.7850655903128153
10,CV17_THY_STATES,MLP,1568,577,0.367984693877551,0.5,0.7740641711229946,0.8571825808358414,0.78733475522757,0.1522136524467311,0.6824427480916031,0.7746967071057193,0.8576122672508215,0.7901109989909183
10,CV17_THY_STATES,GradientBoosting,1568,577,0.367984693877551,0.5,0.768969298245614,0.8574641443703909,0.7847876356274238,0.14983416273610184,0.6823161189358372,0.755632582322357,0.8482238966630786,0.7951564076690212
10,CV17_THY_STATES,XGBoost,1568,577,0.367984693877551,0.5,0.7574376823823086,0.834426650950408,0.7584544709901391,0.17308097344558276,0.6998223801065719,0.682842287694974,0.817910447761194,0.829465186680121
