horizon,feature_set,model,sampler,status,replication_only,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free
7,CV17,LogisticRegression,class_weight,ok,False,878,169,0.19248291571753987,0.5,0.7006756337940867,0.8393436876674372,0.5963739181228082,0.16736933420124556,0.4468864468864469,0.7218934911242604,0.9223140495867769,0.7870239774330042
7,CV17,LogisticRegression,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7047670779338351,0.8378998673020589,0.6002110882804628,0.16279956234854334,0.4522058823529412,0.727810650887574,0.9240924092409241,0.7898448519040903
7,CV17,LogisticRegression,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.6992756154542186,0.8361389072032448,0.5861166864144083,0.16377554547182527,0.44285714285714284,0.7337278106508875,0.9247491638795987,0.7799717912552891
7,CV17,LogisticRegression,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7045841573280598,0.840512097211674,0.5968537969231152,0.16097122892113433,0.4509090909090909,0.7337278106508875,0.9253731343283582,0.7870239774330042
7,CV17,LogisticRegression,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7018726085597723,0.8397192478780848,0.5895403402927283,0.1625283249335575,0.44405594405594406,0.7514792899408284,0.9290540540540541,0.7757404795486601
7,CV17,LogisticRegression,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7138745679301659,0.8377329516528823,0.5884397451442023,0.1476697012714768,0.4808510638297872,0.6686390532544378,0.9129082426127527,0.8279266572637518
7,CV17,MLP,none,ok,False,878,169,0.19248291571753987,0.5,0.6852340459554889,0.8299630281837075,0.560063725141449,0.1153931134380391,0.6666666666666666,0.35502958579881655,0.8616751269035533,0.9576868829337094
7,CV17,MLP,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7052702249076872,0.8320828569282515,0.5869841630713888,0.15152023313104765,0.45627376425855515,0.7100591715976331,0.9203252032520325,0.7983074753173484
7,CV17,MLP,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.6907823172329082,0.818287278523798,0.5505647946305767,0.1569077567390169,0.43656716417910446,0.6923076923076923,0.9147540983606557,0.7870239774330042
7,CV17,MLP,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7063468020837893,0.8307976064295908,0.5742746594340202,0.14936417440247676,0.4580152671755725,0.7100591715976331,0.9204545454545454,0.7997179125528914
7,CV17,MLP,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.6963602602778354,0.8293287487168359,0.5555295397089497,0.14853127693925547,0.44881889763779526,0.6745562130177515,0.9118589743589743,0.8025387870239774
7,CV17,MLP,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7109940750493746,0.8337019387252652,0.5717466848216067,0.14277225352730613,0.484304932735426,0.6390532544378699,0.9068702290076336,0.8377997179125529
7,CV17,RandomForest,none,ok,False,878,169,0.19248291571753987,0.5,0.6785441231895762,0.8372822794001051,0.603045476661588,0.1119661585927065,0.7142857142857143,0.3254437869822485,0.8576779026217228,0.9689703808180536
7,CV17,RandomForest,class_weight,ok,False,878,169,0.19248291571753987,0.5,0.7188856366099254,0.8372822794001051,0.5964229815815595,0.13682263309199932,0.5,0.6390532544378699,0.9078549848942599,0.847672778561354
7,CV17,RandomForest,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7116584564860426,0.832299847272181,0.5895669015634561,0.1427621876454603,0.4767932489451477,0.6686390532544378,0.9126365054602185,0.8251057827926658
7,CV17,RandomForest,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.695677452536953,0.8218843107635557,0.5590655944749423,0.14635531041390776,0.4622222222222222,0.6153846153846154,0.900459418070444,0.8293370944992948
7,CV17,RandomForest,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7203213375598234,0.823328131128934,0.5725752643188987,0.13797539485786578,0.5123152709359606,0.6153846153846154,0.9037037037037037,0.8603667136812412
7,CV17,RandomForest,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.705586928522981,0.8192887724188581,0.5528402207234582,0.14094901523465883,0.4835680751173709,0.6094674556213018,0.9007518796992481,0.844851904090268
7,CV17,RandomForest,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7334338651466257,0.829737692057319,0.5713929816388837,0.13003364536389772,0.5483870967741935,0.6035502958579881,0.903179190751445,0.8815232722143864
7,CV17,SVC,none,ok,False,878,169,0.19248291571753987,0.5,0.6225714794971534,0.8287111608148822,0.5564111729637056,0.12698943009095412,0.5294117647058824,0.26627218934911245,0.8436317780580076,0.9435825105782792
7,CV17,SVC,class_weight,ok,False,878,169,0.19248291571753987,0.5,0.68100116061967,0.8196226037172114,0.5597504781789151,0.11916736280023203,0.6288659793814433,0.3609467455621302,0.8617157490396927,0.9492242595204513
7,CV17,SVC,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.6871776426516099,0.8230527203077924,0.5758767554400993,0.1677875711234689,0.4275618374558304,0.7159763313609467,0.9193277310924369,0.771509167842031
7,CV17,SVC,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.6905450348194881,0.8287946186394706,0.5869570629572924,0.1654233494714767,0.42857142857142855,0.7455621301775148,0.9263698630136986,0.763046544428773
7,CV17,SVC,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.6880773056700298,0.823027682960416,0.5656559052633863,0.16781582819626495,0.4280701754385965,0.7218934911242604,0.9207419898819561,0.770098730606488
7,CV17,SVC,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.679239321471593,0.8230944492200866,0.566047630301884,0.17258024894165758,0.4131147540983607,0.7455621301775148,0.924956369982548,0.7475317348377997
7,CV17,SVC,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.6966361852042801,0.8215087505529081,0.5693200878980682,0.15619212572143198,0.45454545454545453,0.650887573964497,0.9072327044025157,0.8138222849083215
7,CV17,XGBoost,none,ok,False,878,169,0.19248291571753987,0.5,0.4467548834278513,0.8405705176888858,0.6106598065025193,0.13496004926886984,0.0,0.0,0.8075170842824602,1.0
7,CV17,XGBoost,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7024674361961241,0.8333847989918294,0.6018129479730603,0.202712340742446,0.45525291828793774,0.6923076923076923,0.9162640901771336,0.8025387870239774
7,CV17,XGBoost,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.6967660395886188,0.8205322940052244,0.5638321405149558,0.2014043758754706,0.4642857142857143,0.6153846153846154,0.900611620795107,0.8307475317348378
7,CV17,XGBoost,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7168699010378952,0.8257984827367489,0.5782077974033415,0.1956013632251854,0.5048543689320388,0.6153846153846154,0.9032738095238095,0.8561354019746121
7,CV17,XGBoost,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7077825460468612,0.82070755543686,0.5621861933455846,0.19587767179938578,0.49748743718592964,0.5857988165680473,0.8969072164948454,0.8589562764456982
7,CV17,XGBoost,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.72400053659777,0.8316071473280978,0.588972862031985,0.1907290216837216,0.5319148936170213,0.591715976331361,0.9,0.8758815232722144
7,CV17_THY_CONT,AdaBoost,none,ok,False,878,169,0.19248291571753987,0.5,0.6801720006025499,0.8478897689052838,0.6326840420879618,0.1429391567901151,0.75,0.31952662721893493,0.8573200992555832,0.9746121297602257
7,CV17_THY_CONT,AdaBoost,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7133919515971644,0.8423898982649118,0.630400160354515,0.18304336641922006,0.4659090909090909,0.727810650887574,0.9250814332247557,0.8011283497884344
7,CV17_THY_CONT,AdaBoost,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.7044880639596252,0.8247802972767713,0.5854482770147851,0.183952574276269,0.4573643410852713,0.6982248520710059,0.917741935483871,0.8025387870239774
7,CV17_THY_CONT,AdaBoost,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7097520661157025,0.8360554493786565,0.5915349540529588,0.18302326005749317,0.46484375,0.7041420118343196,0.9196141479099679,0.8067700987306065
7,CV17_THY_CONT,AdaBoost,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7074257252095829,0.8295040101484714,0.5637158932124532,0.17876797994617563,0.45977011494252873,0.7100591715976331,0.9205834683954619,0.8011283497884344
7,CV17_THY_CONT,AdaBoost,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7376725539881245,0.8497300139374567,0.6252188078256575,0.17521196737434944,0.5253456221198156,0.6745562130177515,0.9167927382753404,0.8547249647390691
7,CV17_THY_CONT,GradientBoosting,none,ok,False,878,169,0.19248291571753987,0.5,0.7013059549922821,0.8337436676375594,0.6195130557385682,0.1102196541498753,0.6842105263157895,0.38461538461538464,0.8671775223499362,0.9576868829337094
7,CV17_THY_CONT,GradientBoosting,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7053253591412522,0.8255481092629838,0.5974143950746353,0.14096687979782382,0.4700854700854701,0.650887573964497,0.9083850931677019,0.8251057827926658
7,CV17_THY_CONT,GradientBoosting,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.7008282205568084,0.8096327021139867,0.5970516679409332,0.1335472723577591,0.4897959183673469,0.5680473372781065,0.8929618768328446,0.8589562764456982
7,CV17_THY_CONT,GradientBoosting,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7180150207523552,0.8184792315203511,0.6018051834015957,0.12318480073430317,0.5371428571428571,0.5562130177514792,0.8933143669985776,0.8857545839210155
7,CV17_THY_CONT,GradientBoosting,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7105599185451632,0.8211999566019312,0.5861300928051845,0.12436018608751824,0.5325443786982249,0.5325443786982249,0.8885754583921015,0.8885754583921015
7,CV17_THY_CONT,GradientBoosting,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7407355363990527,0.8289615342886473,0.6148437337883421,0.12179647563847923,0.5666666666666667,0.6035502958579881,0.9040114613180515,0.8899858956276445
7,CV17_THY_CONT,LogisticRegression,none,ok,False,878,169,0.19248291571753987,0.5,0.5702068435955272,0.8363141686348804,0.5904821377486033,0.120331193853964,0.75,0.14201183431952663,0.8286052009456265,0.9887165021156559
7,CV17_THY_CONT,LogisticRegression,class_weight,ok,False,878,169,0.19248291571753987,0.5,0.6944882969514652,0.8391100057585898,0.5935397663169655,0.16692378236709726,0.4384057971014493,0.7159763313609467,0.920265780730897,0.7813822284908322
7,CV17_THY_CONT,LogisticRegression,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7063264525993884,0.8378080636950117,0.5968769039502957,0.16239992396054434,0.45161290322580644,0.7455621301775148,0.9282136894824707,0.7842031029619182
7,CV17_THY_CONT,LogisticRegression,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.6992756154542186,0.8299630281837074,0.5766674393449597,0.16410738127383892,0.44285714285714284,0.7337278106508875,0.9247491638795987,0.7799717912552891
7,CV17_THY_CONT,LogisticRegression,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7015697099538563,0.8402199948256148,0.5936784558008671,0.16130944258498545,0.44727272727272727,0.727810650887574,0.9237147595356551,0.7856135401974612
7,CV17_THY_CONT,LogisticRegression,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.6969893826508862,0.8388679780672837,0.5891727227033464,0.16236769567500814,0.43859649122807015,0.7396449704142012,0.9258010118043845,0.7743300423131171
7,CV17_THY_CONT,LogisticRegression,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7129780974174567,0.8372822794001051,0.5963745849602136,0.14627147006990188,0.4826086956521739,0.6568047337278107,0.9104938271604939,0.8321579689703809
7,CV17_THY_CONT,MLP,none,ok,False,878,169,0.19248291571753987,0.5,0.510156617597634,0.7096585740396091,0.391295028413337,0.15584946537148475,0.5714285714285714,0.07100591715976332,0.8168028004667445,0.9873060648801129
7,CV17_THY_CONT,MLP,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7114104285554437,0.8289114595938941,0.5620288468752019,0.15932401516133626,0.46387832699619774,0.7218934911242604,0.9235772357723577,0.8011283497884344
7,CV17_THY_CONT,MLP,SMOTENC,ok,False,878,169,0.19248291571753987,0.5,0.6870817013304964,0.7984660451840662,0.5579255244237027,0.15582215318834036,0.43951612903225806,0.6449704142011834,0.9047619047619048,0.8039492242595204
7,CV17_THY_CONT,MLP,SMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7054224348873934,0.8187212592116574,0.5774131199704031,0.15280082585088903,0.4576923076923077,0.7041420118343196,0.919093851132686,0.8011283497884344
7,CV17_THY_CONT,MLP,BorderlineSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7063468020837893,0.8279850777409636,0.5593595102215612,0.15130268249901865,0.4580152671755725,0.7100591715976331,0.9204545454545454,0.7997179125528914
7,CV17_THY_CONT,MLP,SVMSMOTE,ok,True,878,169,0.19248291571753987,0.5,0.7207228489848305,0.8252726984418425,0.5710070495586147,0.14200509822365542,0.49557522123893805,0.6627218934911243,0.9125766871165644,0.8392101551480959
7,CV17_THY_CONT,RandomForest,none,ok,False,878,169,0.19248291571753987,0.5,0.6934839557300203,0.8338104338972299,0.6359511808890248,0.11095497722898218,0.7375,0.34911242603550297,0.8621553884711779,0.9703808180535967
7,CV17_THY_CONT,RandomForest,class_weight,ok,False,878,169,0.19248291571753987,0.5,0.7288293718835399,0.831248278682368,0.626474387121028,0.1237757403121701,0.575,0.5443786982248521,0.8927576601671309,0.9040902679830748
7,CV17_THY_CONT,RandomForest,RandomOverSampler,ok,False,878,169,0.19248291571753987,0.5,0.7313335823525564,0.8233114395640162,0.6115177291723618,0.12595508466792427,0.573170731707317,0.5562130177514792,0.8949579831932774,0.9012693935119888
