km_s7,km_f7,aj_f7,km_f7_for_aj,km_minus_aj_abs,km_minus_aj_relative_pct
0.8744279785211143,0.1255720214788857,0.11724274070339849,0.1255720214788857,0.008329280775487197,7.104304049458098
