horizon,feature_set,model,sampler,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free
7,CV17,LogisticRegression,none,878,169,0.19248291571753987,0.5,0.5804503230245804,0.8369985227965048,0.6036329286072043,0.11880987235206016,0.7878787878787878,0.15384615384615385,0.8307692307692308,0.9901269393511989
7,CV17,LogisticRegression,class_weight,878,169,0.19248291571753987,0.5,0.7099468488990128,0.8414468248470636,0.6066764436551408,0.16509445267154454,0.45925925925925926,0.7337278106508875,0.9259868421052632,0.7940761636107193
7,CV17,LogisticRegression,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7006756337940867,0.8399278924395557,0.6068333109407441,0.16114354906691505,0.4468864468864469,0.7218934911242604,0.9223140495867769,0.7870239774330042
7,CV17,LogisticRegression,SMOTENC,878,169,0.19248291571753987,0.5,0.6994488755006333,0.8376661853932116,0.5889195114962671,0.16191394137032963,0.44404332129963897,0.727810650887574,0.9234608985024958,0.7827926657263752
7,CV17,RandomForest,none,878,169,0.19248291571753987,0.5,0.6968822275810332,0.8347868904449136,0.6060186332164128,0.11157662399486712,0.7045454545454546,0.3668639053254438,0.8645569620253165,0.9633286318758815
7,CV17,RandomForest,class_weight,878,169,0.19248291571753987,0.5,0.7370661745661746,0.834820273574749,0.5918877972830965,0.12734930091495808,0.5573770491803278,0.6035502958579881,0.9035971223021583,0.8857545839210155
7,CV17,RandomForest,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7327835707043979,0.8258068285192077,0.5802099256507592,0.13116598060103415,0.5294117647058824,0.6390532544378699,0.9094955489614244,0.8645980253878702
7,CV17,RandomForest,SMOTENC,878,169,0.19248291571753987,0.5,0.7010750495784629,0.8174693918428322,0.5492879231454262,0.13859285284006867,0.4807692307692308,0.591715976331361,0.8970149253731343,0.847672778561354
7,CV17,AdaBoost,none,878,169,0.19248291571753987,0.5,0.7173733100340292,0.8496256916567213,0.628500063605084,0.15974428734265514,0.7311827956989247,0.40236686390532544,0.8713375796178344,0.9647390691114246
7,CV17,AdaBoost,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7116901827359329,0.8496715934602448,0.6300580513658119,0.19422870306113216,0.45985401459854014,0.7455621301775148,0.9288079470198676,0.7912552891396333
7,CV17,AdaBoost,SMOTENC,878,169,0.19248291571753987,0.5,0.7111449639181525,0.8373699101159229,0.5986016012348088,0.19773231437929042,0.46987951807228917,0.6923076923076923,0.9173290937996821,0.8138222849083215
7,CV17_THY_CONT,LogisticRegression,none,878,169,0.19248291571753987,0.5,0.5804503230245804,0.8369818312315871,0.6035310661373509,0.1188118116023256,0.7878787878787878,0.15384615384615385,0.8307692307692308,0.9901269393511989
