horizon,rep,fold,n_train,n_valid,n_test,arm,probabilities,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free,elapsed_s
7,3,0,2634,878,878,thy_locked,uncalibrated,878,168,0.19134396355353075,0.41999999999999993,0.681740548155535,0.8580985915492958,0.6294710166150932,0.15256796553488916,0.4094955489614243,0.8214285714285714,0.944547134935305,0.719718309859155,119.1
7,3,0,2634,878,878,thy_own,calibrated,878,168,0.19134396355353075,0.4499999999999999,0.7254058527478661,0.8573692152917505,0.6290733133845114,0.10643595160900282,0.6666666666666666,0.4523809523809524,0.8795811518324608,0.9464788732394366,119.1
7,3,0,2634,878,878,thy_own,uncalibrated,878,168,0.19134396355353075,0.4499999999999999,0.7188165044732329,0.8573692152917505,0.6290733133845114,0.14634841540230617,0.46715328467153283,0.7619047619047619,0.9337748344370861,0.7943661971830986,119.1
7,3,1,2634,878,878,base,calibrated,878,168,0.19134396355353075,0.4099999999999999,0.6945981389580844,0.7962441314553991,0.5364634456510835,0.12314707936732258,0.5225806451612903,0.48214285714285715,0.8796680497925311,0.895774647887324,117.6
7,3,1,2634,878,878,base,uncalibrated,878,168,0.19134396355353075,0.4099999999999999,0.6246578885313738,0.7962441314553991,0.5364634456510835,0.17042224325496,0.3485254691689008,0.7738095238095238,0.9247524752475248,0.6577464788732394,117.6
7,3,1,2634,878,878,thy_locked,calibrated,878,168,0.19134396355353075,0.4099999999999999,0.6942896935933147,0.8021042924211937,0.5475226806597785,0.12122088104750066,0.5263157894736842,0.47619047619047616,0.8787878787878788,0.8985915492957747,117.6
7,3,1,2634,878,878,thy_locked,uncalibrated,878,168,0.19134396355353075,0.4099999999999999,0.6345921949866075,0.8021042924211937,0.5475226806597785,0.16776965882572845,0.3584905660377358,0.7916666666666666,0.9309664694280079,0.6647887323943662,117.6
7,3,1,2634,878,878,thy_own,calibrated,878,168,0.19134396355353075,0.27999999999999997,0.7020470717022441,0.8012323943661972,0.5411133310931634,0.12178519065261828,0.46218487394957986,0.6547619047619048,0.909375,0.819718309859155,117.6
7,3,1,2634,878,878,thy_own,uncalibrated,878,168,0.19134396355353075,0.27999999999999997,0.5107508157546468,0.8012323943661972,0.5411133310931634,0.16105142243764628,0.27617328519855594,0.9107142857142857,0.9537037037037037,0.4352112676056338,117.6
7,3,2,2634,878,878,base,calibrated,878,169,0.19248291571753987,0.3499999999999999,0.7439176941574,0.8570868211749194,0.6281221513564923,0.10649158040651541,0.6103896103896104,0.5562130177514792,0.8964088397790055,0.9153737658674189,117.4
7,3,2,2634,878,878,base,uncalibrated,878,169,0.19248291571753987,0.3499999999999999,0.5937943371784591,0.8570868211749194,0.6281221513564923,0.15672921941726994,0.3283582089552239,0.9112426035502958,0.9633251833740831,0.5557122708039492,117.4
7,3,2,2634,878,878,thy_locked,calibrated,878,169,0.19248291571753987,0.3499999999999999,0.7447903923647489,0.857454035603108,0.6278403371212256,0.10661517725233277,0.5892857142857143,0.5857988165680473,0.9014084507042254,0.9026798307475318,117.4
7,3,2,2634,878,878,thy_locked,uncalibrated,878,169,0.19248291571753987,0.3499999999999999,0.5812400635930048,0.857454035603108,0.6278403371212256,0.15651446891576415,0.31865828092243187,0.8994082840236687,0.9576059850374065,0.5416078984485191,117.4
7,3,2,2634,878,878,thy_own,calibrated,878,169,0.19248291571753987,0.3999999999999999,0.7294838335508192,0.8567362983116481,0.6259510558477052,0.10697576917321368,0.6222222222222222,0.4970414201183432,0.8855989232839838,0.9280677009873061,117.4
7,3,2,2634,878,878,thy_own,uncalibrated,878,169,0.19248291571753987,0.3999999999999999,0.6763968745392894,0.8567362983116481,0.6259510558477052,0.1498530709285647,0.4022038567493113,0.863905325443787,0.9553398058252427,0.693935119887165,117.4
7,3,3,2634,878,878,base,calibrated,878,169,0.19248291571753987,0.37999999999999995,0.736324860724234,0.8522713046961716,0.6284019729875674,0.10757598240413224,0.6026490066225165,0.5384615384615384,0.8927097661623109,0.9153737658674189,120.0
7,3,3,2634,878,878,base,uncalibrated,878,169,0.19248291571753987,0.37999999999999995,0.6470275270764867,0.8522713046961716,0.6284019729875674,0.15511241336410936,0.3717948717948718,0.8579881656804734,0.9508196721311475,0.6544428772919605,120.0
7,3,3,2634,878,878,thy_locked,calibrated,878,169,0.19248291571753987,0.37999999999999995,0.7524269889224572,0.8526134817769839,0.6267042807873061,0.10699623287185812,0.6111111111111112,0.5857988165680473,0.9022346368715084,0.9111424541607899,120.0
7,3,3,2634,878,878,thy_locked,uncalibrated,878,169,0.19248291571753987,0.37999999999999995,0.6444569043391584,0.8526134817769839,0.6267042807873061,0.15428010326804129,0.3693467336683417,0.8698224852071006,0.9541666666666667,0.6459802538787024,120.0
7,3,3,2634,878,878,thy_own,calibrated,878,169,0.19248291571753987,0.4699999999999999,0.7302041917361576,0.8507523722886638,0.6277942067339671,0.10724123614229518,0.6557377049180327,0.47337278106508873,0.8822751322751323,0.9407616361071932,120.0
