horizon,feature_set,k,rep_fold,model,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free
7,CV17,5,0,AdaBoost,878,168,0.19134396355353075,0.5,0.6977980258162491,0.8294014084507043,0.6040945011800773,0.19495612380035932,0.44280442804428044,0.7142857142857143,0.9209225700164745,0.7873239436619718
7,CV17,5,0,paper_ensemble,878,168,0.19134396355353075,0.5,0.7119566728387854,0.8321428571428571,0.5963507855316453,0.15706493285981296,0.48034934497816595,0.6547619047619048,0.9106317411402157,0.8323943661971831
7,CV17,2,1,LogisticRegression,878,169,0.19248291571753987,0.5,0.71315977539561,0.8477478906034833,0.5937688789281128,0.16606383964776156,0.45907473309608543,0.7633136094674556,0.932998324958124,0.7856135401974612
7,CV17,2,1,RandomForest,878,169,0.19248291571753987,0.5,0.6923533058408129,0.841221488720675,0.6044590370638825,0.14143781751525775,0.44715447154471544,0.650887573964497,0.9066455696202531,0.8081805359661495
7,CV17,2,1,AdaBoost,878,169,0.19248291571753987,0.5,0.7148135366125987,0.848102586357984,0.5876441454370148,0.1961405101666951,0.45964912280701753,0.7751479289940828,0.9359190556492412,0.7827926657263752
7,CV17,2,1,paper_ensemble,878,169,0.19248291571753987,0.5,0.7173336117709502,0.8502349337762163,0.6120277913705348,0.16167362849795858,0.4699248120300752,0.7396449704142012,0.9281045751633987,0.8011283497884344
7,CV17,3,1,LogisticRegression,878,169,0.19248291571753987,0.5,0.7140679457597994,0.8458951268976223,0.5806303695459132,0.1766308800523351,0.4646840148698885,0.7396449704142012,0.9277504105090312,0.7968970380818053
7,CV17,3,1,RandomForest,878,169,0.19248291571753987,0.5,0.713339552238806,0.8425067392193355,0.6055956956250769,0.1413733465681648,0.47368421052631576,0.6923076923076923,0.9175911251980983,0.8166431593794076
7,CV17,3,1,AdaBoost,878,169,0.19248291571753987,0.5,0.725396163469558,0.8410253628328923,0.5611768114247714,0.21389215657020214,0.4794007490636704,0.757396449704142,0.9328968903436988,0.8039492242595204
7,CV17,3,1,paper_ensemble,878,169,0.19248291571753987,0.5,0.7243885439444968,0.8490081037547675,0.6058051886141897,0.16885873825386669,0.484251968503937,0.727810650887574,0.9262820512820513,0.8152327221438646
7,CV17,5,1,LogisticRegression,878,169,0.19248291571753987,0.5,0.7078054919715181,0.8462706871082699,0.595165521911499,0.16525415217778233,0.45104895104895104,0.7633136094674556,0.9324324324324325,0.7785613540197461
7,CV17,5,1,RandomForest,878,169,0.19248291571753987,0.5,0.7078258873929009,0.8437586065881606,0.5969186821644697,0.12996965990461148,0.4881516587677725,0.6094674556213018,0.9010494752623688,0.847672778561354
7,CV17,5,1,AdaBoost,878,169,0.19248291571753987,0.5,0.7129158555820412,0.848653408000267,0.5862490307265849,0.19792228255961866,0.45774647887323944,0.7692307692307693,0.9343434343434344,0.7827926657263752
7,CV17,5,1,paper_ensemble,878,169,0.19248291571753987,0.5,0.7175961115154128,0.85221288421896,0.609806289754089,0.15465717436498183,0.4796747967479675,0.6982248520710059,0.9193037974683544,0.8194640338504936
7,CV17,2,2,LogisticRegression,878,169,0.19248291571753987,0.5,0.6840739583245348,0.8251892406172541,0.58662195417565,0.16986928871633658,0.4230769230769231,0.7159763313609467,0.918918918918919,0.767277856135402
7,CV17,2,2,RandomForest,878,169,0.19248291571753987,0.5,0.7161019128875563,0.8206992096544012,0.5768337920587,0.14407586670658823,0.48497854077253216,0.6686390532544378,0.9131782945736434,0.8307475317348378
7,CV17,2,2,AdaBoost,878,169,0.19248291571753987,0.5,0.6970028653694653,0.8326754074828285,0.5799187668630246,0.1987422800010959,0.44528301886792454,0.6982248520710059,0.9168026101141925,0.7926657263751763
7,CV17,2,2,paper_ensemble,878,169,0.19248291571753987,0.5,0.7046220749050938,0.8284440957761996,0.5907165765841245,0.16421957548443875,0.4588235294117647,0.6923076923076923,0.9165329052969502,0.8053596614950634
7,CV17,3,2,LogisticRegression,878,169,0.19248291571753987,0.5,0.6867750833137557,0.8264661453334557,0.5883142092551678,0.17868969992617728,0.4323308270676692,0.6804733727810651,0.9117647058823529,0.7870239774330042
7,CV17,3,2,RandomForest,878,169,0.19248291571753987,0.5,0.7117663348977274,0.8224184408409211,0.5809031487124786,0.14340549937912161,0.47863247863247865,0.6627218934911243,0.9114906832298136,0.8279266572637518
7,CV17,3,2,AdaBoost,878,169,0.19248291571753987,0.5,0.7055667337357479,0.8234366263008988,0.5820219067062834,0.21558543575690386,0.4591439688715953,0.6982248520710059,0.9178743961352657,0.8039492242595204
7,CV17,3,2,paper_ensemble,878,169,0.19248291571753987,0.5,0.708005235265089,0.8297710751871542,0.5958344368147156,0.1702577633485198,0.46586345381526106,0.6863905325443787,0.9157392686804452,0.8124118476727785
7,CV17,5,2,LogisticRegression,878,169,0.19248291571753987,0.5,0.6818840579710146,0.8252476610944659,0.5848655600776682,0.1690104515348981,0.41924398625429554,0.7218934911242604,0.919931856899489,0.7616361071932299
7,CV17,5,2,RandomForest,878,169,0.19248291571753987,0.5,0.6953392302935493,0.8093739828577627,0.5714637559831275,0.13741025261825454,0.47549019607843135,0.5739644970414202,0.8931750741839762,0.849083215796897
7,CV17,5,2,AdaBoost,878,169,0.19248291571753987,0.5,0.6946286769010379,0.8340816718271421,0.5828512741590535,0.20096305265014996,0.43956043956043955,0.7100591715976331,0.9190082644628099,0.7842031029619182
7,CV17,5,2,paper_ensemble,878,169,0.19248291571753987,0.5,0.7081300593874379,0.8253311189190542,0.5915435785083454,0.158521841211291,0.46747967479674796,0.6804733727810651,0.9145569620253164,0.8152327221438646
7,CV17,2,3,LogisticRegression,878,168,0.19134396355353075,0.5,0.6861411685378791,0.829602615694165,0.5944324899933326,0.17180500626731432,0.4245614035087719,0.7202380952380952,0.9207419898819561,0.7690140845070422
7,CV17,2,3,RandomForest,878,168,0.19134396355353075,0.5,0.7136230203312435,0.8289570757880618,0.6026102466321267,0.14457196757571256,0.47520661157024796,0.6845238095238095,0.9166666666666666,0.8211267605633803
7,CV17,2,3,AdaBoost,878,168,0.19134396355353075,0.5,0.7029682357656015,0.8282654258886654,0.5967495854319687,0.19697904061325516,0.44981412639405205,0.7202380952380952,0.922824302134647,0.7915492957746478
7,CV17,2,3,paper_ensemble,878,168,0.19134396355353075,0.5,0.7089606501283148,0.8334758551307846,0.6129902902827333,0.16487872460779596,0.4642857142857143,0.6964285714285714,0.9185303514376997,0.8098591549295775
7,CV17,3,3,LogisticRegression,878,168,0.19134396355353075,0.5,0.688468361916026,0.8306421864520457,0.5830723310220844,0.18087959680012325,0.4296028880866426,0.7083333333333334,0.9184692179700499,0.7774647887323943
7,CV17,3,3,RandomForest,878,168,0.19134396355353075,0.5,0.7106596754349992,0.8291666666666666,0.6011832236277402,0.1444297441729919,0.4745762711864407,0.6666666666666666,0.9127725856697819,0.8253521126760563
7,CV17,3,3,AdaBoost,878,168,0.19134396355353075,0.5,0.7017390479639257,0.8307679409792086,0.5880959000917171,0.2147937049380234,0.4468864468864469,0.7261904761904762,0.9239669421487603,0.7873239436619718
7,CV17,3,3,paper_ensemble,878,168,0.19134396355353075,0.5,0.7198170407403468,0.8351609657947685,0.6111519820634872,0.1713618903678064,0.4816326530612245,0.7023809523809523,0.9210110584518167,0.8211267605633803
7,CV17,5,3,LogisticRegression,878,168,0.19134396355353075,0.5,0.6833862281947556,0.8281019450033535,0.5966346173892055,0.17109304094360217,0.4229390681003584,0.7023809523809523,0.9165275459098498,0.7732394366197183
7,CV17,5,3,RandomForest,878,168,0.19134396355353075,0.5,0.7168699010378952,0.8285127431254192,0.5861044628546237,0.1346798935173752,0.5024154589371981,0.6190476190476191,0.9046199701937406,0.8549295774647887
7,CV17,5,3,AdaBoost,878,168,0.19134396355353075,0.5,0.6999217561324282,0.8288522803487592,0.5980039647393811,0.1988319029380931,0.44609665427509293,0.7142857142857143,0.9211822660098522,0.7901408450704225
7,CV17,5,3,paper_ensemble,878,168,0.19134396355353075,0.5,0.7212698412698413,0.8337525150905433,0.6065489320111652,0.15814143292425237,0.48739495798319327,0.6904761904761905,0.91875,0.828169014084507
7,CV17,2,4,LogisticRegression,878,169,0.19248291571753987,0.5,0.7010496264429908,0.8464542943223642,0.6130753136715628,0.1749127066806687,0.4368932038834951,0.7988165680473372,0.9402460456942003,0.7545839210155149
7,CV17,2,4,RandomForest,878,169,0.19248291571753987,0.5,0.7063464648956876,0.8437586065881607,0.5930908806622169,0.14267414543450066,0.4703389830508475,0.6568047337278107,0.9096573208722741,0.8236953455571228
7,CV17,2,4,AdaBoost,878,169,0.19248291571753987,0.5,0.7031446953781513,0.8423523422438471,0.6050145518391571,0.19859883678208645,0.43973941368078173,0.7988165680473372,0.9404553415061296,0.7574047954866009
7,CV17,2,4,paper_ensemble,878,169,0.19248291571753987,0.5,0.7116901827359329,0.8491750194039442,0.6184198837371311,0.16653703610505288,0.45985401459854014,0.7455621301775148,0.9288079470198676,0.7912552891396333
7,CV17,3,4,LogisticRegression,878,169,0.19248291571753987,0.5,0.7110775917508967,0.8467714340557999,0.612770091768491,0.18302235923810695,0.4523809523809524,0.7869822485207101,0.9383561643835616,0.7729196050775741
7,CV17,3,4,RandomForest,878,169,0.19248291571753987,0.5,0.706423569008723,0.8436501114161958,0.5951239700159008,0.14242767771856607,0.4721030042918455,0.650887573964497,0.9085271317829458,0.8265162200282088
7,CV17,3,4,AdaBoost,878,169,0.19248291571753987,0.5,0.6985066876607007,0.8348786940519608,0.5964360839036444,0.21439092477265792,0.4383561643835616,0.757396449704142,0.9300341296928327,0.768688293370945
7,CV17,3,4,paper_ensemble,878,169,0.19248291571753987,0.5,0.7124966072757519,0.8503768120780164,0.623707128375537,0.17239002021720454,0.46564885496183206,0.7218934911242604,0.9237012987012987,0.8025387870239774
7,CV17,5,4,LogisticRegression,878,169,0.19248291571753987,0.5,0.6994687193296941,0.8453609968202569,0.6091742987356014,0.17475322567061902,0.43354430379746833,0.8106508875739645,0.9430604982206405,0.7475317348377997
7,CV17,5,4,RandomForest,878,169,0.19248291571753987,0.5,0.7179008567931456,0.8397109020956259,0.5893902009617645,0.13135784214893356,0.5023696682464455,0.6272189349112426,0.9055472263868066,0.8519040902679831
7,CV17,5,4,AdaBoost,878,169,0.19248291571753987,0.5,0.7031446953781513,0.8425693325877769,0.605118656449522,0.19962008633176154,0.43973941368078173,0.7988165680473372,0.9404553415061296,0.7574047954866009
7,CV17,5,4,paper_ensemble,878,169,0.19248291571753987,0.5,0.7168655272492744,0.8487410387160849,0.6172591475862242,0.1588867609066374,0.4728682170542636,0.7218934911242604,0.9241935483870968,0.8081805359661495
7,CV17,2,5,LogisticRegression,878,169,0.19248291571753987,0.5,0.6973350422062138,0.8320077448861218,0.5658320694654477,0.16060547364181132,0.44921875,0.6804733727810651,0.9131832797427653,0.8011283497884344
7,CV17,2,5,RandomForest,878,169,0.19248291571753987,0.5,0.6869936874033661,0.8148404703682994,0.5358519383926638,0.14288424064889943,0.46938775510204084,0.5443786982248521,0.8870967741935484,0.8533145275035261
7,CV17,2,5,AdaBoost,878,169,0.19248291571753987,0.5,0.6787095063419808,0.8218091987214261,0.5642521470166728,0.1939892290134378,0.42578125,0.6449704142011834,0.9035369774919614,0.7926657263751763
7,CV17,2,5,paper_ensemble,878,169,0.19248291571753987,0.5,0.6956615422088568,0.8279350030462106,0.5680846381595824,0.15921438008007172,0.46396396396396394,0.6094674556213018,0.899390243902439,0.8321579689703809
7,CV17,3,5,LogisticRegression,878,169,0.19248291571753987,0.5,0.6933715163791296,0.8298879161415779,0.5640546778149154,0.17221141629587294,0.4475806451612903,0.6568047337278107,0.9079365079365079,0.8067700987306065
7,CV17,3,5,RandomForest,878,169,0.19248291571753987,0.5,0.6860628015076113,0.8131212391817795,0.5382055565101923,0.14309343198523192,0.465,0.5502958579881657,0.887905604719764,0.849083215796897
7,CV17,3,5,AdaBoost,878,169,0.19248291571753987,0.5,0.6860017614561371,0.8101334490615169,0.5524437368247418,0.21402794574077008,0.4365079365079365,0.650887573964497,0.9057507987220448,0.7997179125528914
7,CV17,3,5,paper_ensemble,878,169,0.19248291571753987,0.5,0.6955980562107477,0.8243296250239941,0.5630456330602993,0.16708558168300225,0.4675925925925926,0.5976331360946746,0.8972809667673716,0.8377997179125529
7,CV17,5,5,LogisticRegression,878,169,0.19248291571753987,0.5,0.6964428286284574,0.8315904557631801,0.5670634627999852,0.15930393013227245,0.450199203187251,0.6686390532544378,0.9106858054226475,0.8053596614950634
7,CV17,5,5,RandomForest,878,169,0.19248291571753987,0.5,0.6917940177638453,0.806344463825206,0.53621384963415,0.13746416623617302,0.49162011173184356,0.5207100591715976,0.8841201716738197,0.8716502115655853
7,CV17,5,5,AdaBoost,878,169,0.19248291571753987,0.5,0.6828573856875744,0.8217591240266731,0.5629686186865994,0.19643141650851043,0.43137254901960786,0.650887573964497,0.9052969502407705,0.7954866008462623
7,CV17,5,5,paper_ensemble,878,169,0.19248291571753987,0.5,0.6875643173560204,0.8255731466103605,0.5688804873425765,0.15382507017717081,0.46153846153846156,0.5680473372781065,0.891044776119403,0.842031029619182
7,CV17,2,6,LogisticRegression,878,168,0.19134396355353075,0.5,0.7058311947533504,0.8343226022803488,0.57699113539817,0.16277433720133078,0.4603174603174603,0.6904761904761905,0.9169329073482428,0.8084507042253521
7,CV17,2,6,RandomForest,878,168,0.19134396355353075,0.5,0.7020301591131566,0.8216716968477532,0.561771100759504,0.14010221673280218,0.48743718592964824,0.5773809523809523,0.8954344624447718,0.856338028169014
7,CV17,2,6,AdaBoost,878,168,0.19134396355353075,0.5,0.6977131881274237,0.8246143527833669,0.5710289514792756,0.19078324298334925,0.45454545454545453,0.6547619047619048,0.9088050314465409,0.8140845070422535
7,CV17,2,6,paper_ensemble,878,168,0.19134396355353075,0.5,0.7033224495434596,0.8315643863179074,0.5820983590667441,0.15875059848112966,0.4711111111111111,0.6309523809523809,0.9050535987748851,0.8323943661971831
7,CV17,3,6,LogisticRegression,878,168,0.19134396355353075,0.5,0.6998127696524028,0.8333081824279008,0.576483008578695,0.1742208105654047,0.4567901234567901,0.6607142857142857,0.9102362204724409,0.8140845070422535
7,CV17,3,6,RandomForest,878,168,0.19134396355353075,0.5,0.69725817830164,0.8194416498993964,0.5582099580922997,0.14061158828518242,0.4845360824742268,0.5595238095238095,0.8918128654970761,0.8591549295774648
7,CV17,3,6,AdaBoost,878,168,0.19134396355353075,0.5,0.6849853223643678,0.8186619718309859,0.5589291753611592,0.212204598990502,0.4380165289256198,0.6309523809523809,0.9025157232704403,0.8084507042253521
7,CV17,3,6,paper_ensemble,878,168,0.19134396355353075,0.5,0.7022413254380149,0.8303906773977197,0.5770113043844279,0.166949784543606,0.4766355140186916,0.6071428571428571,0.9006024096385542,0.8422535211267606
7,CV17,5,6,LogisticRegression,878,168,0.19134396355353075,0.5,0.6995722840034218,0.8320422535211269,0.5744339422720787,0.16190729873151571,0.4523809523809524,0.6785714285714286,0.9137380191693291,0.8056338028169014
7,CV17,5,6,RandomForest,878,168,0.19134396355353075,0.5,0.7022424046915969,0.8197518443997318,0.5602494852118584,0.13115082517274887,0.5114942528735632,0.5297619047619048,0.8877840909090909,0.8802816901408451
7,CV17,5,6,AdaBoost,878,168,0.19134396355353075,0.5,0.6945630852228332,0.8256539235412474,0.5736014893838168,0.19355624213273734,0.45188284518828453,0.6428571428571429,0.9061032863849765,0.8154929577464789
7,CV17,5,6,paper_ensemble,878,168,0.19134396355353075,0.5,0.7100891913729878,0.832050637156271,0.5825060717895054,0.1524922481003265,0.4950980392156863,0.6011904761904762,0.900593471810089,0.8549295774647887
7,CV17,2,7,LogisticRegression,878,169,0.19248291571753987,0.5,0.6924375467065229,0.8374074661369877,0.6047942793068058,0.17039906809511385,0.43050847457627117,0.7514792899408284,0.9279588336192109,0.763046544428773
7,CV17,2,7,RandomForest,878,169,0.19248291571753987,0.5,0.7074447829398325,0.8332345749075704,0.5987455627791323,0.14451507231854657,0.4723404255319149,0.6568047337278107,0.9097978227060654,0.8251057827926658
7,CV17,2,7,AdaBoost,878,169,0.19248291571753987,0.5,0.6968043083132456,0.8366187896946278,0.6241797939221003,0.19764078534994145,0.4375,0.7455621301775148,0.9271186440677966,0.771509167842031
7,CV17,2,7,paper_ensemble,878,169,0.19248291571753987,0.5,0.7161442975194867,0.8397192478780847,0.6184548957284863,0.16464526117099287,0.4743083003952569,0.7100591715976331,0.9216,0.8124118476727785
7,CV17,3,7,LogisticRegression,878,169,0.19248291571753987,0.5,0.6994488755006333,0.8393269961025197,0.6000631872282945,0.17974138262185246,0.44404332129963897,0.727810650887574,0.9234608985024958,0.7827926657263752
7,CV17,3,7,RandomForest,878,169,0.19248291571753987,0.5,0.7087019459782067,0.8347117784027842,0.5997638599982665,0.1434520492906898,0.4780701754385965,0.6449704142011834,0.9076923076923077,0.8321579689703809
7,CV17,3,7,AdaBoost,878,169,0.19248291571753987,0.5,0.6943397771952817,0.8333764532093706,0.6110059723690606,0.21417576647987965,0.43727598566308246,0.7218934911242604,0.9215358931552587,0.7785613540197461
7,CV17,3,7,paper_ensemble,878,169,0.19248291571753987,0.5,0.7123839967745884,0.8409961525942864,0.6135268760292255,0.1709099872022815,0.47346938775510206,0.6863905325443787,0.9162717219589257,0.8180535966149506
7,CV17,5,7,LogisticRegression,878,169,0.19248291571753987,0.5,0.693907325253827,0.836080486726033,0.6106416709091632,0.16962084957612938,0.4304635761589404,0.7692307692307693,0.9322916666666666,0.7574047954866009
7,CV17,5,7,RandomForest,878,169,0.19248291571753987,0.5,0.7133594509232264,0.8283356006042346,0.5839575223405667,0.1355939417904589,0.4930232558139535,0.6272189349112426,0.9049773755656109,0.846262341325811
7,CV17,5,7,AdaBoost,878,169,0.19248291571753987,0.5,0.6929732834421536,0.8361931547892273,0.6258740534349916,0.19887214137271625,0.43356643356643354,0.7337278106508875,0.9239864864864865,0.771509167842031
7,CV17,5,7,paper_ensemble,878,169,0.19248291571753987,0.5,0.7115422663421205,0.8381085118635297,0.6166913065533188,0.15805921892093805,0.475,0.6745562130177515,0.9137931034482759,0.8222849083215797
7,CV17,2,8,LogisticRegression,878,169,0.19248291571753987,0.5,0.7073308821681923,0.839410453927108,0.5847577833823704,0.1715691642559053,0.4486301369863014,0.7751479289940828,0.9351535836177475,0.7729196050775741
7,CV17,2,8,RandomForest,878,169,0.19248291571753987,0.5,0.703271899487808,0.8302885136996019,0.5928060170585312,0.1480178956895258,0.4541984732824427,0.7041420118343196,0.9188311688311688,0.7983074753173484
7,CV17,2,8,AdaBoost,878,169,0.19248291571753987,0.5,0.7078054919715181,0.8308727184717202,0.5774560819150986,0.19773292816506935,0.45104895104895104,0.7633136094674556,0.9324324324324325,0.7785613540197461
7,CV17,2,8,paper_ensemble,878,169,0.19248291571753987,0.5,0.7084654092356142,0.8384757262917184,0.6009821600523085,0.1660491578502255,0.4548736462093863,0.7455621301775148,0.9284525790349417,0.7870239774330042
7,CV17,3,8,LogisticRegression,878,169,0.19248291571753987,0.5,0.7147091337020488,0.8365979252384806,0.577231987358265,0.18141375298742898,0.4635036496350365,0.7514792899408284,0.9304635761589404,0.7926657263751763
7,CV17,3,8,RandomForest,878,169,0.19248291571753987,0.5,0.6980653179927347,0.8288780764640589,0.5909569461863811,0.14762276198075902,0.44696969696969696,0.6982248520710059,0.9169381107491856,0.7940761636107193
7,CV17,3,8,AdaBoost,878,169,0.19248291571753987,0.5,0.7061175251250945,0.8305889618681199,0.5733594892752167,0.21416599219931176,0.450354609929078,0.7514792899408284,0.9295302013422819,0.7813822284908322
7,CV17,3,8,paper_ensemble,878,169,0.19248291571753987,0.5,0.7052702249076872,0.8376328022633761,0.6032252874892216,0.17237074253000298,0.45627376425855515,0.7100591715976331,0.9203252032520325,0.7983074753173484
7,CV17,5,8,LogisticRegression,878,169,0.19248291571753987,0.5,0.7083937198067634,0.8379833251266473,0.5849636767401917,0.17070860732710702,0.45017182130584193,0.7751479289940828,0.9352640545144804,0.7743300423131171
7,CV17,5,8,RandomForest,878,169,0.19248291571753987,0.5,0.6977613775241648,0.8253311189190544,0.5777515407487982,0.13945058381534808,0.4579831932773109,0.6449704142011834,0.90625,0.8180535966149506
7,CV17,5,8,AdaBoost,878,169,0.19248291571753987,0.5,0.7069659251277829,0.831928459952763,0.5806342545189124,0.19982047010902754,0.4507042253521127,0.757396449704142,0.930976430976431,0.7799717912552891
7,CV17,5,8,paper_ensemble,878,169,0.19248291571753987,0.5,0.710505454417903,0.8371237095333872,0.5992716998444892,0.15955828034100833,0.46360153256704983,0.7159763313609467,0.9222042139384117,0.8025387870239774
7,CV17,2,9,LogisticRegression,878,168,0.19134396355353075,0.5,0.7052111469133513,0.8346663313212609,0.5765513700170193,0.16854099275005924,0.4440677966101695,0.7797619047619048,0.9365351629502573,0.7690140845070422
7,CV17,2,9,RandomForest,878,168,0.19134396355353075,0.5,0.7174244212242795,0.831673373574782,0.5729036173093737,0.1443331275810849,0.476,0.7083333333333334,0.9219745222929936,0.8154929577464789
7,CV17,2,9,AdaBoost,878,168,0.19134396355353075,0.5,0.7119024592428849,0.8362885647216634,0.5897415497598393,0.19375635558956547,0.45955882352941174,0.7440476190476191,0.929042904290429,0.7929577464788733
7,CV17,2,9,paper_ensemble,878,168,0.19134396355353075,0.5,0.7103266248762785,0.8387323943661972,0.5889092038539706,0.16314767687073142,0.46037735849056605,0.7261904761904762,0.9249592169657422,0.7985915492957747
7,CV17,3,9,LogisticRegression,878,168,0.19134396355353075,0.5,0.7065281670223433,0.841004359490275,0.5739178266892654,0.17835271318575877,0.45126353790613716,0.7440476190476191,0.9284525790349417,0.7859154929577464
7,CV17,3,9,RandomForest,878,168,0.19134396355353075,0.5,0.7156956918930164,0.8325452716297788,0.5747373258326313,0.14358862581310747,0.4773662551440329,0.6904761904761905,0.9181102362204724,0.8211267605633803
7,CV17,3,9,AdaBoost,878,168,0.19134396355353075,0.5,0.7185680370932216,0.8335848423876593,0.5873027844140676,0.21349353184011416,0.4657039711191336,0.7678571428571429,0.9351081530782029,0.7915492957746478
7,CV17,3,9,paper_ensemble,878,168,0.19134396355353075,0.5,0.7150457827222763,0.8418678739101274,0.5918586079767869,0.1701922831225529,0.47058823529411764,0.7142857142857143,0.9229534510433387,0.8098591549295775
7,CV17,5,9,LogisticRegression,878,168,0.19134396355353075,0.5,0.697032436162871,0.8304409792085848,0.5739422339408703,0.16833986326125777,0.43333333333333335,0.7738095238095238,0.9342560553633218,0.7605633802816901
7,CV17,5,9,RandomForest,878,168,0.19134396355353075,0.5,0.7278471985836508,0.8317069081153589,0.5681663092478174,0.13327673623222017,0.5116279069767442,0.6547619047619048,0.9125188536953243,0.852112676056338
7,CV17,5,9,AdaBoost,878,168,0.19134396355353075,0.5,0.7108231378736539,0.8373993963782695,0.5936351961248068,0.19607828671257901,0.45787545787545786,0.7440476190476191,0.9289256198347108,0.7915492957746478
7,CV17,5,9,paper_ensemble,878,168,0.19134396355353075,0.5,0.715385869049346,0.8397132796780684,0.5875451646381153,0.15631547771464585,0.4738955823293173,0.7023809523809523,0.9205087440381559,0.8154929577464789
7,CV17,2,10,LogisticRegression,878,169,0.19248291571753987,0.5,0.6962833330209273,0.8384506889443419,0.6107918810148805,0.16735851269734708,0.4392857142857143,0.727810650887574,0.9230769230769231,0.7785613540197461
7,CV17,2,10,RandomForest,878,169,0.19248291571753987,0.5,0.7209621579538252,0.83245007135644,0.5861321738478048,0.14299854458361552,0.5,0.650887573964497,0.9103343465045592,0.844851904090268
7,CV17,2,10,AdaBoost,878,169,0.19248291571753987,0.5,0.7008352315869399,0.8384173058145067,0.6194424280204109,0.19492931601595828,0.44814814814814813,0.7159763313609467,0.9210526315789473,0.7898448519040903
7,CV17,2,10,paper_ensemble,878,169,0.19248291571753987,0.5,0.7170590401722478,0.8398027057026731,0.6118114074436165,0.16210033796997766,0.4745098039215686,0.7159763313609467,0.9229534510433387,0.8110014104372355
7,CV17,3,10,LogisticRegression,878,169,0.19248291571753987,0.5,0.7121076746651214,0.8349538060940903,0.6045022503569142,0.17836477300788892,0.4626865671641791,0.7337278106508875,0.9262295081967213,0.7968970380818053
7,CV17,3,10,RandomForest,878,169,0.19248291571753987,0.5,0.7251280216462801,0.831039634120897,0.583932483049219,0.1430291296259585,0.5022222222222222,0.6686390532544378,0.9142419601837672,0.842031029619182
7,CV17,3,10,AdaBoost,878,169,0.19248291571753987,0.5,0.7115915985546731,0.8272423031021273,0.607463419067026,0.21219967952381683,0.4653846153846154,0.7159763313609467,0.9223300970873787,0.8039492242595204
7,CV17,3,10,paper_ensemble,878,169,0.19248291571753987,0.5,0.7272740406842348,0.8373073167474817,0.6078118852884566,0.16930283092950948,0.49382716049382713,0.7100591715976331,0.9228346456692913,0.8265162200282088
7,CV17,5,10,LogisticRegression,878,169,0.19248291571753987,0.5,0.7022678978875099,0.8395106033166139,0.6145416507920631,0.16601060092718442,0.44642857142857145,0.7396449704142012,0.9264214046822743,0.7813822284908322
7,CV17,5,10,RandomForest,878,169,0.19248291571753987,0.5,0.7203213375598234,0.8316154931105566,0.5900213151717684,0.1327877295295609,0.5123152709359606,0.6153846153846154,0.9037037037037037,0.8603667136812412
7,CV17,5,10,AdaBoost,878,169,0.19248291571753987,0.5,0.703872437357631,0.8386635063970422,0.619818033271299,0.1973731390449529,0.45185185185185184,0.7218934911242604,0.9226973684210527,0.7912552891396333
7,CV17,5,10,paper_ensemble,878,169,0.19248291571753987,0.5,0.7251280216462801,0.8407875080328157,0.6165395283643714,0.15524859620148243,0.5022222222222222,0.6686390532544378,0.9142419601837672,0.842031029619182
7,CV17,2,11,LogisticRegression,878,169,0.19248291571753987,0.5,0.6985552625796528,0.8371487468807638,0.5922021695506632,0.17020307970346205,0.44363636363636366,0.7218934911242604,0.9220563847429519,0.7842031029619182
7,CV17,2,11,RandomForest,878,169,0.19248291571753987,0.5,0.7033449712805496,0.8280434982181756,0.5630629953672996,0.1444451149619091,0.4751131221719457,0.621301775147929,0.9025875190258752,0.8363892806770099
7,CV17,2,11,AdaBoost,878,169,0.19248291571753987,0.5,0.6965954279053534,0.8355505295398971,0.5762700223193878,0.19773871301319523,0.4416058394160584,0.7159763313609467,0.9205298013245033,0.7842031029619182
7,CV17,2,11,paper_ensemble,878,169,0.19248291571753987,0.5,0.7122409615250294,0.838041745603859,0.5916142781574021,0.16469571567837624,0.4717741935483871,0.6923076923076923,0.9174603174603174,0.8152327221438646
7,CV17,3,11,LogisticRegression,878,169,0.19248291571753987,0.5,0.6918334723380595,0.830839335341885,0.5748641995917976,0.18046049497453676,0.43820224719101125,0.6923076923076923,0.9148936170212766,0.7884344146685472
7,CV17,3,11,RandomForest,878,169,0.19248291571753987,0.5,0.7033224495434596,0.8263993790737851,0.5612915274921526,0.14463828915107207,0.4732142857142857,0.6272189349112426,0.9036697247706422,0.8335684062059239
7,CV17,3,11,AdaBoost,878,169,0.19248291571753987,0.5,0.6979357798165138,0.8269418549336094,0.5589210660553605,0.21765646045783898,0.44569288389513106,0.7041420118343196,0.9181669394435352,0.7912552891396333
7,CV17,3,11,paper_ensemble,878,169,0.19248291571753987,0.5,0.7072590874497156,0.8348035820098313,0.5866496994904138,0.1722115552335413,0.46887966804979253,0.6686390532544378,0.9120879120879121,0.8194640338504936
7,CV17,5,11,LogisticRegression,878,169,0.19248291571753987,0.5,0.7031339466999685,0.8378831757371412,0.5938122592239026,0.16905247180466507,0.44680851063829785,0.7455621301775148,0.9278523489932886,0.7799717912552891
7,CV17,5,11,RandomForest,878,169,0.19248291571753987,0.5,0.7088414301174555,0.8220929553250265,0.5515240140480439,0.13576965240346242,0.5052083333333334,0.5739644970414202,0.8950437317784257,0.8660084626234132
