horizon,rep,fold,n_train,n_valid,n_test,comparison,metric,delta,ci_lo,ci_hi,p_bootstrap,n_boot_used,excludes_zero,threshold_base,threshold_other
7,4,1,2634,878,878,locked pipeline,brier,-0.0007471432022050362,-0.0025676555329366153,0.0011983601414006528,0.404,500,False,0.38999999999999996,0.38999999999999996
7,4,1,2634,878,878,independently optimized,f1_macro,0.0128801214485047,-0.006549700595755698,0.03422700698746341,0.204,500,False,0.38999999999999996,0.36999999999999994
7,4,1,2634,878,878,independently optimized,roc_auc,0.0026995305164317918,-0.003672020176984328,0.009050682954198856,0.408,500,False,0.38999999999999996,0.36999999999999994
7,4,1,2634,878,878,independently optimized,auprc,0.004475080798755249,-0.013141810022824154,0.021154401862913664,0.56,500,False,0.38999999999999996,0.36999999999999994
7,4,1,2634,878,878,independently optimized,brier,-0.0011387714729061277,-0.0033657634503538327,0.0011886598655931663,0.284,500,False,0.38999999999999996,0.36999999999999994
7,4,2,2634,878,878,locked pipeline,f1_macro,0.015948888158790253,-0.0004406758530463517,0.032884801080045545,0.076,500,False,0.32999999999999996,0.32999999999999996
7,4,2,2634,878,878,locked pipeline,roc_auc,0.004164545446958212,-0.0008711268073925471,0.008825917045412858,0.124,500,False,0.32999999999999996,0.32999999999999996
7,4,2,2634,878,878,locked pipeline,auprc,0.0003223204947148117,-0.015238522026595265,0.013620761314521555,0.956,500,False,0.32999999999999996,0.32999999999999996
7,4,2,2634,878,878,locked pipeline,brier,-0.0006440781196077328,-0.002281187250479725,0.001051208822601454,0.428,500,False,0.32999999999999996,0.32999999999999996
7,4,2,2634,878,878,independently optimized,f1_macro,0.019481507758013605,0.0021667364957241113,0.037673870495012605,0.024,500,True,0.32999999999999996,0.3499999999999999
7,4,2,2634,878,878,independently optimized,roc_auc,0.007077223525091547,0.0009990850289025358,0.012589165007719498,0.024,500,True,0.32999999999999996,0.3499999999999999
7,4,2,2634,878,878,independently optimized,auprc,0.0029260947633118484,-0.014500761430670119,0.017447171876745268,0.752,500,False,0.32999999999999996,0.3499999999999999
7,4,2,2634,878,878,independently optimized,brier,-0.0016340099157924615,-0.0035664827776229766,0.00014147944474831738,0.08,500,False,0.32999999999999996,0.3499999999999999
7,4,3,2634,878,878,locked pipeline,f1_macro,0.0010737497312751643,-0.015490534969718209,0.017550037988140064,0.916,500,False,0.3999999999999999,0.3999999999999999
7,4,3,2634,878,878,locked pipeline,roc_auc,0.0021198287445439723,-0.004334228970068376,0.008194259640253054,0.568,500,False,0.3999999999999999,0.3999999999999999
7,4,3,2634,878,878,locked pipeline,auprc,0.011539864036873126,-0.005315762496653292,0.028811052828009904,0.232,500,False,0.3999999999999999,0.3999999999999999
7,4,3,2634,878,878,locked pipeline,brier,-0.0013520430006098844,-0.003558273731686692,0.0009749168721413437,0.276,500,False,0.3999999999999999,0.3999999999999999
7,4,3,2634,878,878,independently optimized,f1_macro,0.01077938018247604,-0.006292093392744852,0.025715840468880362,0.176,500,False,0.3999999999999999,0.42999999999999994
7,4,3,2634,878,878,independently optimized,roc_auc,0.0032798925063216577,-0.003477346613197721,0.009729452264235033,0.352,500,False,0.3999999999999999,0.42999999999999994
7,4,3,2634,878,878,independently optimized,auprc,0.0023339060873698303,-0.013282544073296218,0.018680607662579913,0.74,500,False,0.3999999999999999,0.42999999999999994
7,4,3,2634,878,878,independently optimized,brier,-0.0010805163133922047,-0.0032119947742086496,0.0011612202986478785,0.372,500,False,0.3999999999999999,0.42999999999999994
7,4,4,2634,878,878,locked pipeline,f1_macro,0.012532762278746667,-0.004812793820455438,0.031070189990471456,0.156,500,False,0.37999999999999995,0.37999999999999995
7,4,4,2634,878,878,locked pipeline,roc_auc,0.002153211874379446,-0.0027408054202874843,0.007229346142363388,0.328,500,False,0.37999999999999995,0.37999999999999995
7,4,4,2634,878,878,locked pipeline,auprc,0.005668016222494687,-0.006553006339148712,0.01848621517814607,0.38,500,False,0.37999999999999995,0.37999999999999995
7,4,4,2634,878,878,locked pipeline,brier,-0.0010171395445411346,-0.002706199068624117,0.0006105745617089904,0.244,500,False,0.37999999999999995,0.37999999999999995
7,4,4,2634,878,878,independently optimized,f1_macro,0.007623229567582324,-0.010001240518539239,0.02724443242066905,0.388,500,False,0.37999999999999995,0.36999999999999994
7,4,4,2634,878,878,independently optimized,roc_auc,0.00248704317273285,-0.0027433736124865215,0.008031857371353092,0.36,500,False,0.37999999999999995,0.36999999999999994
7,4,4,2634,878,878,independently optimized,auprc,0.0036400081563608966,-0.010691323021927338,0.019779654509261863,0.656,500,False,0.37999999999999995,0.36999999999999994
7,4,4,2634,878,878,independently optimized,brier,-0.0012314735528921178,-0.003218251251996967,0.0008014234405576535,0.256,500,False,0.37999999999999995,0.36999999999999994
7,5,0,2634,878,878,locked pipeline,f1_macro,-0.008949060996719993,-0.024042583843401806,0.006240981413983076,0.228,500,False,0.27999999999999997,0.27999999999999997
7,5,0,2634,878,878,locked pipeline,roc_auc,0.00036049631120049774,-0.004749587815182596,0.005297122098262679,0.916,500,False,0.27999999999999997,0.27999999999999997
7,5,0,2634,878,878,locked pipeline,auprc,0.0035881666313035687,-0.010262359863646884,0.0162553751176995,0.568,500,False,0.27999999999999997,0.27999999999999997
7,5,0,2634,878,878,locked pipeline,brier,-0.0006676240375092374,-0.0023564412144383433,0.0010070560453500908,0.468,500,False,0.27999999999999997,0.27999999999999997
7,5,0,2634,878,878,independently optimized,f1_macro,0.0010313306029275937,-0.013945977277185198,0.016524600014409203,0.876,500,False,0.27999999999999997,0.26999999999999996
7,5,0,2634,878,878,independently optimized,roc_auc,-0.00046948356807519076,-0.005041636014150033,0.004679413016560888,0.816,500,False,0.27999999999999997,0.26999999999999996
7,5,0,2634,878,878,independently optimized,auprc,-0.0013871453316305349,-0.015970542674109474,0.012089256084576935,0.912,500,False,0.27999999999999997,0.26999999999999996
7,5,0,2634,878,878,independently optimized,brier,-0.0003113520486713178,-0.00194555072071385,0.0011461151017464067,0.712,500,False,0.27999999999999997,0.26999999999999996
7,5,1,2634,878,878,locked pipeline,f1_macro,0.005966451757088209,-0.011724043258101651,0.02377617999503873,0.548,500,False,0.3499999999999999,0.3499999999999999
7,5,1,2634,878,878,locked pipeline,roc_auc,-0.001659959758551377,-0.009206917033201614,0.004966351293812627,0.656,500,False,0.3499999999999999,0.3499999999999999
7,5,1,2634,878,878,locked pipeline,auprc,-0.003769659874234277,-0.021273211834573588,0.01635914584147838,0.672,500,False,0.3499999999999999,0.3499999999999999
7,5,1,2634,878,878,locked pipeline,brier,8.242052573544101e-05,-0.00213687713637135,0.00230240431287064,0.972,500,False,0.3499999999999999,0.3499999999999999
7,5,1,2634,878,878,independently optimized,f1_macro,-0.0036027316217784877,-0.0234210271550142,0.016429189687865837,0.728,500,False,0.3499999999999999,0.29
7,5,1,2634,878,878,independently optimized,roc_auc,-0.0025402414486922487,-0.009606233917598322,0.0031623676928889,0.432,500,False,0.3499999999999999,0.29
7,5,1,2634,878,878,independently optimized,auprc,-0.005230567648323636,-0.025169458565878326,0.013908486482075025,0.652,500,False,0.3499999999999999,0.29
7,5,1,2634,878,878,independently optimized,brier,0.0008446747267557286,-0.0013505188620616814,0.00335499807809302,0.48,500,False,0.3499999999999999,0.29
7,5,2,2634,878,878,locked pipeline,f1_macro,-0.0024881778766495666,-0.01877371060654554,0.01192274565389925,0.692,500,False,0.35999999999999993,0.35999999999999993
7,5,2,2634,878,878,locked pipeline,roc_auc,0.007277522304103612,0.001395567317425281,0.012320908315148914,0.012,500,True,0.35999999999999993,0.35999999999999993
7,5,2,2634,878,878,locked pipeline,auprc,0.018075206861629,0.0040353289119054005,0.03221246149986351,0.012,500,True,0.35999999999999993,0.35999999999999993
7,5,2,2634,878,878,locked pipeline,brier,-0.002650277629172401,-0.00442564452230112,-0.0007735981019443054,0.0,500,True,0.35999999999999993,0.35999999999999993
7,5,2,2634,878,878,independently optimized,f1_macro,0.0014981482018679992,-0.014527715905879859,0.01930778922735617,0.852,500,False,0.35999999999999993,0.32999999999999996
7,5,2,2634,878,878,independently optimized,roc_auc,0.00781165238146897,0.0016981898042398025,0.01390052406253804,0.008,500,True,0.35999999999999993,0.32999999999999996
7,5,2,2634,878,878,independently optimized,auprc,0.021783591040324457,0.007184363907224492,0.03692873012450686,0.0,500,True,0.35999999999999993,0.32999999999999996
7,5,2,2634,878,878,independently optimized,brier,-0.0032120519368366296,-0.00503486790509491,-0.001403227291814814,0.0,500,True,0.35999999999999993,0.32999999999999996
7,5,3,2634,878,878,locked pipeline,f1_macro,0.001754473691410352,-0.016011135235699494,0.021958774886473475,0.936,500,False,0.33999999999999997,0.33999999999999997
7,5,3,2634,878,878,locked pipeline,roc_auc,0.0032548551589454133,-0.002364957838549195,0.00883934057595027,0.232,500,False,0.33999999999999997,0.33999999999999997
7,5,3,2634,878,878,locked pipeline,auprc,-0.005067324869659995,-0.020708959470174974,0.01041492525530375,0.604,500,False,0.33999999999999997,0.33999999999999997
7,5,3,2634,878,878,locked pipeline,brier,-0.00014301165865641952,-0.002216197477596201,0.001883084270218771,0.848,500,False,0.33999999999999997,0.33999999999999997
7,5,3,2634,878,878,independently optimized,f1_macro,-0.005344155635217507,-0.03061959498681387,0.016835735698822567,0.68,500,False,0.33999999999999997,0.38999999999999996
7,5,3,2634,878,878,independently optimized,roc_auc,0.003238163594027621,-0.0026573726015313185,0.00922501713731751,0.32,500,False,0.33999999999999997,0.38999999999999996
7,5,3,2634,878,878,independently optimized,auprc,-0.0005148752749606356,-0.016820901860851993,0.013790717222918794,0.996,500,False,0.33999999999999997,0.38999999999999996
7,5,3,2634,878,878,independently optimized,brier,-0.0007774716362357187,-0.0028138780882134467,0.0013766937731901432,0.544,500,False,0.33999999999999997,0.38999999999999996
7,5,4,2634,878,878,locked pipeline,f1_macro,0.007650232537459112,-0.00725121904908842,0.02111871357053687,0.336,500,False,0.26999999999999996,0.26999999999999996
7,5,4,2634,878,878,locked pipeline,roc_auc,0.002745762428956411,-0.003318628068627957,0.008759535588002665,0.372,500,False,0.26999999999999996,0.26999999999999996
7,5,4,2634,878,878,locked pipeline,auprc,0.006407256595837407,-0.005485614747097023,0.02011204131898399,0.364,500,False,0.26999999999999996,0.26999999999999996
7,5,4,2634,878,878,locked pipeline,brier,-0.0009735808624484893,-0.0028893539161177137,0.0007191168848273141,0.312,500,False,0.26999999999999996,0.26999999999999996
7,5,4,2634,878,878,independently optimized,f1_macro,-0.0029982378274234778,-0.025581048376198918,0.016395777211108305,0.708,500,False,0.26999999999999996,0.31999999999999995
7,5,4,2634,878,878,independently optimized,roc_auc,0.005166039342018536,-0.0012106555600033542,0.011538336819951091,0.128,500,False,0.26999999999999996,0.31999999999999995
7,5,4,2634,878,878,independently optimized,auprc,0.01634462855591745,-0.0016427957860997487,0.03149006711653257,0.076,500,False,0.26999999999999996,0.31999999999999995
7,5,4,2634,878,878,independently optimized,brier,-0.0013146670801660182,-0.0035498689988131813,0.0005692962655474118,0.196,500,False,0.26999999999999996,0.31999999999999995
7,6,0,2634,878,878,locked pipeline,f1_macro,-0.012486856401443758,-0.030853937169833916,0.006105331073752219,0.192,500,False,0.38999999999999996,0.38999999999999996
7,6,0,2634,878,878,locked pipeline,roc_auc,0.0007461435278335316,-0.0054729512418091155,0.006521900216741157,0.784,500,False,0.38999999999999996,0.38999999999999996
7,6,0,2634,878,878,locked pipeline,auprc,-0.0027367873794110764,-0.017393127747792538,0.015099487077755571,0.808,500,False,0.38999999999999996,0.38999999999999996
7,6,0,2634,878,878,locked pipeline,brier,0.00045372136706130217,-0.0017467164439890909,0.0024892347040541287,0.696,500,False,0.38999999999999996,0.38999999999999996
7,6,0,2634,878,878,independently optimized,f1_macro,-0.0030866073651636405,-0.02284175119179164,0.016700095576215043,0.652,500,False,0.38999999999999996,0.35999999999999993
7,6,0,2634,878,878,independently optimized,roc_auc,-0.00017605633802841858,-0.006714658623001521,0.006480686691955732,0.988,500,False,0.38999999999999996,0.35999999999999993
7,6,0,2634,878,878,independently optimized,auprc,0.003887977515758867,-0.013729668501891251,0.024192494658603,0.664,500,False,0.38999999999999996,0.35999999999999993
7,6,0,2634,878,878,independently optimized,brier,-1.6012239664520145e-05,-0.002192512235413358,0.0021076005334200298,0.952,500,False,0.38999999999999996,0.35999999999999993
7,6,1,2634,878,878,locked pipeline,f1_macro,-0.0050234502059121056,-0.02280650276723257,0.011490602326312598,0.568,500,False,0.33999999999999997,0.33999999999999997
7,6,1,2634,878,878,locked pipeline,roc_auc,-0.0014839034205232915,-0.007529979000884185,0.003994188830312384,0.692,500,False,0.33999999999999997,0.33999999999999997
7,6,1,2634,878,878,locked pipeline,auprc,0.0057059929538121335,-0.00555532937652462,0.019310902645369263,0.348,500,False,0.33999999999999997,0.33999999999999997
7,6,1,2634,878,878,locked pipeline,brier,-0.0009064433318463627,-0.00273744115347294,0.0009242934160924081,0.332,500,False,0.33999999999999997,0.33999999999999997
7,6,1,2634,878,878,independently optimized,f1_macro,-0.0018783781514289943,-0.024967655232150176,0.022082411142164658,0.872,500,False,0.33999999999999997,0.43999999999999995
7,6,1,2634,878,878,independently optimized,roc_auc,-5.030181086529417e-05,-0.00561881379548706,0.00608882529192818,0.992,500,False,0.33999999999999997,0.43999999999999995
7,6,1,2634,878,878,independently optimized,auprc,-0.0015508497321489179,-0.014017222614537016,0.01151986922337039,0.78,500,False,0.33999999999999997,0.43999999999999995
7,6,1,2634,878,878,independently optimized,brier,-0.0002874399202021788,-0.0020751836494852377,0.0016505218661571081,0.764,500,False,0.33999999999999997,0.43999999999999995
7,6,2,2634,878,878,locked pipeline,f1_macro,0.00626146448976761,-0.011620041862800466,0.025396807803252625,0.496,500,False,0.38999999999999996,0.38999999999999996
7,6,2,2634,878,878,locked pipeline,roc_auc,0.0030629021623921338,-0.0031330444362329206,0.008781737805703484,0.316,500,False,0.38999999999999996,0.38999999999999996
7,6,2,2634,878,878,locked pipeline,auprc,0.00690726636487371,-0.009822274918664393,0.02612789372818734,0.384,500,False,0.38999999999999996,0.38999999999999996
7,6,2,2634,878,878,locked pipeline,brier,-0.0013657745349517358,-0.00345180273745683,0.0006569688500173893,0.2,500,False,0.38999999999999996,0.38999999999999996
7,6,2,2634,878,878,independently optimized,f1_macro,0.007292835999069602,-0.011689508665698775,0.024746630661581046,0.468,500,False,0.38999999999999996,0.35999999999999993
7,6,2,2634,878,878,independently optimized,roc_auc,0.007018803047879607,0.00040446179350493467,0.014368034212026228,0.04,500,True,0.38999999999999996,0.35999999999999993
7,6,2,2634,878,878,independently optimized,auprc,0.007423966480086586,-0.010768917959607488,0.02924310912334131,0.416,500,False,0.38999999999999996,0.35999999999999993
7,6,2,2634,878,878,independently optimized,brier,-0.002044560518116703,-0.004373595403819219,0.0003311018131481453,0.1,500,False,0.38999999999999996,0.35999999999999993
7,6,3,2634,878,878,locked pipeline,f1_macro,0.0011077971984229107,-0.015635581712007574,0.019579355457998483,0.888,500,False,0.3499999999999999,0.3499999999999999
7,6,3,2634,878,878,locked pipeline,roc_auc,0.004548451440064771,9.394210547943323e-05,0.008660689420896229,0.048,500,True,0.3499999999999999,0.3499999999999999
7,6,3,2634,878,878,locked pipeline,auprc,0.009825805890520956,-0.0032311218393453133,0.02198404142312718,0.116,500,False,0.3499999999999999,0.3499999999999999
7,6,3,2634,878,878,locked pipeline,brier,-0.0017234559166609126,-0.0033689100892149745,-9.090138332612056e-05,0.044,500,True,0.3499999999999999,0.3499999999999999
7,6,3,2634,878,878,independently optimized,f1_macro,0.0026279975784122556,-0.012003785808971814,0.01876812952490527,0.76,500,False,0.3499999999999999,0.33999999999999997
7,6,3,2634,878,878,independently optimized,roc_auc,0.0027624539938743142,-0.001965522428022539,0.007852972598999145,0.296,500,False,0.3499999999999999,0.33999999999999997
7,6,3,2634,878,878,independently optimized,auprc,0.005056676028626583,-0.0112160717707019,0.020952606620739285,0.568,500,False,0.3499999999999999,0.33999999999999997
7,6,3,2634,878,878,independently optimized,brier,-0.0018834322599886044,-0.003641971736959301,-0.00019102555632671697,0.032,500,True,0.3499999999999999,0.33999999999999997
7,6,4,2634,878,878,locked pipeline,f1_macro,-0.009030606543047326,-0.027774928375923533,0.007543259138437844,0.292,500,False,0.38999999999999996,0.38999999999999996
7,6,4,2634,878,878,locked pipeline,roc_auc,0.0022867443937205634,-0.002606444071177871,0.006643085210030303,0.36,500,False,0.38999999999999996,0.38999999999999996
7,6,4,2634,878,878,locked pipeline,auprc,0.006668745592507963,-0.00806170582514324,0.02151568225111162,0.416,500,False,0.38999999999999996,0.38999999999999996
7,6,4,2634,878,878,locked pipeline,brier,-0.0006257494775397804,-0.0022973629420654047,0.001067726639995715,0.556,500,False,0.38999999999999996,0.38999999999999996
7,6,4,2634,878,878,independently optimized,f1_macro,-0.0013428466878387946,-0.023195856032144194,0.021158123061730556,0.888,500,False,0.38999999999999996,0.32999999999999996
7,6,4,2634,878,878,independently optimized,roc_auc,0.0007344288563775336,-0.005454000670682896,0.0073230924075870585,0.848,500,False,0.38999999999999996,0.32999999999999996
7,6,4,2634,878,878,independently optimized,auprc,0.004879943369326067,-0.011179903063239058,0.02232332686556284,0.592,500,False,0.38999999999999996,0.32999999999999996
7,6,4,2634,878,878,independently optimized,brier,-0.0005543891312747296,-0.0026077817246002717,0.001273230343675464,0.676,500,False,0.38999999999999996,0.32999999999999996
7,7,0,2634,878,878,locked pipeline,f1_macro,0.002976042780718502,-0.0119133411541941,0.019102585982443424,0.744,500,False,0.25999999999999995,0.25999999999999995
7,7,0,2634,878,878,locked pipeline,roc_auc,0.001961770623742365,-0.004754702179263892,0.00909439729738116,0.604,500,False,0.25999999999999995,0.25999999999999995
7,7,0,2634,878,878,locked pipeline,auprc,0.00344317312323017,-0.012559584850739445,0.02148110971004401,0.756,500,False,0.25999999999999995,0.25999999999999995
7,7,0,2634,878,878,locked pipeline,brier,-0.0005708083445804257,-0.0027789349387777953,0.0015669260316916172,0.612,500,False,0.25999999999999995,0.25999999999999995
7,7,0,2634,878,878,independently optimized,f1_macro,0.008224309467741331,-0.02535259266890733,0.04056990658426759,0.552,500,False,0.25999999999999995,0.3999999999999999
7,7,0,2634,878,878,independently optimized,roc_auc,0.0028923541247483087,-0.0035447309573725548,0.009676939147005417,0.396,500,False,0.25999999999999995,0.3999999999999999
7,7,0,2634,878,878,independently optimized,auprc,0.011849555198610195,-0.005073429784904093,0.0294233864969357,0.212,500,False,0.25999999999999995,0.3999999999999999
7,7,0,2634,878,878,independently optimized,brier,-0.0013132134592170053,-0.003397556282500106,0.0009576858102297106,0.26,500,False,0.25999999999999995,0.3999999999999999
7,7,1,2634,878,878,locked pipeline,f1_macro,0.006932659385701978,-0.008016770996791819,0.02046651934795284,0.364,500,False,0.27999999999999997,0.27999999999999997
7,7,1,2634,878,878,locked pipeline,roc_auc,0.0037977867203219384,-0.0022461295692235983,0.010219164463838123,0.22,500,False,0.27999999999999997,0.27999999999999997
7,7,1,2634,878,878,locked pipeline,auprc,0.006516487900158796,-0.006563504429185457,0.022237246007388935,0.304,500,False,0.27999999999999997,0.27999999999999997
7,7,1,2634,878,878,locked pipeline,brier,-0.0014940821752832678,-0.0034139837516966674,0.00023819886277563445,0.1,500,False,0.27999999999999997,0.27999999999999997
7,7,1,2634,878,878,independently optimized,f1_macro,0.004735122526248192,-0.009769649135616603,0.018774480438315873,0.516,500,False,0.27999999999999997,0.29
7,7,1,2634,878,878,independently optimized,roc_auc,0.0012826961770623369,-0.00477253687268824,0.0073903025905236956,0.724,500,False,0.27999999999999997,0.29
7,7,1,2634,878,878,independently optimized,auprc,0.011574356401366837,-0.003196502115626243,0.031248251119553216,0.112,500,False,0.27999999999999997,0.29
7,7,1,2634,878,878,independently optimized,brier,-0.0012163577683492605,-0.0032557366244909294,0.0005478656319296184,0.196,500,False,0.27999999999999997,0.29
7,7,2,2634,878,878,locked pipeline,f1_macro,0.006790574940030436,-0.008056421683392795,0.02489047926631985,0.38,500,False,0.38999999999999996,0.38999999999999996
7,7,2,2634,878,878,locked pipeline,roc_auc,0.0026289214745328637,-0.0030640616994594416,0.0076128926427278774,0.332,500,False,0.38999999999999996,0.38999999999999996
7,7,2,2634,878,878,locked pipeline,auprc,0.001350912565586282,-0.01439363760548428,0.018686520642417468,0.768,500,False,0.38999999999999996,0.38999999999999996
7,7,2,2634,878,878,locked pipeline,brier,-0.0007436293601678218,-0.0025104813238101646,0.001061771136934653,0.376,500,False,0.38999999999999996,0.38999999999999996
7,7,2,2634,878,878,independently optimized,f1_macro,0.007508520247069828,-0.014775403442769374,0.0315410323647773,0.512,500,False,0.38999999999999996,0.32999999999999996
7,7,2,2634,878,878,independently optimized,roc_auc,0.004698675524323792,-0.0017847202583103985,0.010415314171255189,0.132,500,False,0.38999999999999996,0.32999999999999996
7,7,2,2634,878,878,independently optimized,auprc,0.006639026270923831,-0.008513874775244998,0.0233491879989479,0.32,500,False,0.38999999999999996,0.32999999999999996
7,7,2,2634,878,878,independently optimized,brier,-0.0006386514497229989,-0.0026077018770078236,0.0014058052769073475,0.424,500,False,0.38999999999999996,0.32999999999999996
7,7,3,2634,878,878,locked pipeline,f1_macro,0.01130035608563218,-0.003751137728297354,0.027154242253892583,0.14,500,False,0.35999999999999993,0.35999999999999993
7,7,3,2634,878,878,locked pipeline,roc_auc,0.002645613039450656,-0.0013279144706780572,0.006468984986536052,0.212,500,False,0.35999999999999993,0.35999999999999993
7,7,3,2634,878,878,locked pipeline,auprc,0.00417753637183349,-0.005908735939643844,0.014189738011527741,0.48,500,False,0.35999999999999993,0.35999999999999993
7,7,3,2634,878,878,locked pipeline,brier,-0.0007150265583342474,-0.0019933889726192135,0.0005788709808031809,0.328,500,False,0.35999999999999993,0.35999999999999993
7,7,3,2634,878,878,independently optimized,f1_macro,-0.010708432671622914,-0.03137929399051569,0.007883540019634755,0.308,500,False,0.35999999999999993,0.41999999999999993
7,7,3,2634,878,878,independently optimized,roc_auc,0.0049907779103831595,-0.0008935338437092015,0.01012137766110018,0.104,500,False,0.35999999999999993,0.41999999999999993
7,7,3,2634,878,878,independently optimized,auprc,0.0049648225706036,-0.007345340556673307,0.01618058080896763,0.432,500,False,0.35999999999999993,0.41999999999999993
7,7,3,2634,878,878,independently optimized,brier,-0.0010417559681002997,-0.0026207897509104958,0.0009165026458920641,0.288,500,False,0.35999999999999993,0.41999999999999993
7,7,4,2634,878,878,locked pipeline,f1_macro,0.002297072120828414,-0.01663569920295555,0.01982203731100238,0.788,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,locked pipeline,roc_auc,-0.0015523155373433628,-0.0057394556565244755,0.0029752010417163728,0.5,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,locked pipeline,auprc,-0.011987343181015464,-0.023784450155472665,0.0022738809940943505,0.092,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,locked pipeline,brier,0.0008478181542762864,-0.0009413485631540711,0.0022962653890290343,0.328,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,independently optimized,f1_macro,0.0049553402389791446,-0.01248170280566128,0.02255054982647419,0.612,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,independently optimized,roc_auc,0.00010849517196487302,-0.004524474339919582,0.004852013366074393,0.964,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,independently optimized,auprc,-0.010874596948809212,-0.023380268828020277,0.0032002375017604156,0.176,500,False,0.37999999999999995,0.37999999999999995
7,7,4,2634,878,878,independently optimized,brier,0.00018628615348489919,-0.0017126459819925429,0.001817659451533143,0.876,500,False,0.37999999999999995,0.37999999999999995
7,8,0,2634,878,878,locked pipeline,f1_macro,-0.0011258979218813359,-0.018653414358735534,0.014524056492266157,0.892,500,False,0.3999999999999999,0.3999999999999999
7,8,0,2634,878,878,locked pipeline,roc_auc,0.005709255533199453,0.0008400684068269466,0.010728925563872766,0.036,500,True,0.3999999999999999,0.3999999999999999
7,8,0,2634,878,878,locked pipeline,auprc,0.011562898052228543,-0.005099500577582917,0.02500665533328985,0.14,500,False,0.3999999999999999,0.3999999999999999
7,8,0,2634,878,878,locked pipeline,brier,-0.0019187360745770293,-0.0034917454592460705,-0.00018389475778837346,0.032,500,True,0.3999999999999999,0.3999999999999999
7,8,0,2634,878,878,independently optimized,f1_macro,0.0006172731620153193,-0.01776485555826033,0.018301158033002335,0.944,500,False,0.3999999999999999,0.43999999999999995
7,8,0,2634,878,878,independently optimized,roc_auc,0.004745137491616536,-0.0008290955359876283,0.010345816912812092,0.084,500,False,0.3999999999999999,0.43999999999999995
7,8,0,2634,878,878,independently optimized,auprc,0.013835616177794052,-0.004039256886521449,0.029196051324450856,0.104,500,False,0.3999999999999999,0.43999999999999995
7,8,0,2634,878,878,independently optimized,brier,-0.0020762182135073,-0.0037093439995740866,-0.0004453469790791908,0.012,500,True,0.3999999999999999,0.43999999999999995
7,8,1,2634,878,878,locked pipeline,f1_macro,0.004840957565926285,-0.008730564594396644,0.018380068407556523,0.576,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,locked pipeline,roc_auc,8.383635144204593e-05,-0.007717876538623053,0.006029163144590123,0.936,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,locked pipeline,auprc,0.0020676439648077416,-0.012968174487886352,0.01687614400866278,0.792,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,locked pipeline,brier,-0.0002995629741068956,-0.0020826450735790905,0.001765104753556711,0.772,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,independently optimized,f1_macro,0.006063046489165225,-0.010962091565519874,0.02220688999354769,0.568,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,independently optimized,roc_auc,0.0011066398390341403,-0.006223146574799596,0.007374516180278085,0.804,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,independently optimized,auprc,-0.0035102253007291973,-0.017036384114032483,0.010472664551414332,0.668,500,False,0.3499999999999999,0.3499999999999999
7,8,1,2634,878,878,independently optimized,brier,-0.0005807848332381182,-0.002388390449988156,0.0014339399291725178,0.564,500,False,0.3499999999999999,0.3499999999999999
7,8,2,2634,878,878,locked pipeline,f1_macro,-0.005277921644462613,-0.021011709328033014,0.010791730157416263,0.516,500,False,0.4099999999999999,0.4099999999999999
7,8,2,2634,878,878,locked pipeline,roc_auc,-0.0010014938950602126,-0.005706937345018209,0.0034018261318875466,0.692,500,False,0.4099999999999999,0.4099999999999999
7,8,2,2634,878,878,locked pipeline,auprc,-0.0037941125126386144,-0.018800373394840628,0.01129514698688344,0.608,500,False,0.4099999999999999,0.4099999999999999
7,8,2,2634,878,878,locked pipeline,brier,-0.00010090276681150312,-0.002010466659685598,0.0015861263610490262,0.9,500,False,0.4099999999999999,0.4099999999999999
7,8,2,2634,878,878,independently optimized,f1_macro,0.0096721489866759,-0.010572726361409952,0.02933824095929158,0.324,500,False,0.4099999999999999,0.37999999999999995
7,8,2,2634,878,878,independently optimized,roc_auc,-0.0010014938950601016,-0.006894763671700349,0.0043598151876883965,0.784,500,False,0.4099999999999999,0.37999999999999995
7,8,2,2634,878,878,independently optimized,auprc,-0.002318497169323863,-0.019319426270117058,0.014083073929082467,0.804,500,False,0.4099999999999999,0.37999999999999995
7,8,2,2634,878,878,independently optimized,brier,-0.0006255745583136768,-0.00255390779265438,0.001444311988110763,0.52,500,False,0.4099999999999999,0.37999999999999995
7,8,3,2634,878,878,locked pipeline,f1_macro,0.001233125600797469,-0.014474122766644235,0.016638031895245525,0.952,500,False,0.5099999999999999,0.5099999999999999
7,8,3,2634,878,878,locked pipeline,roc_auc,0.0012101384565309514,-0.003489468729036127,0.0062066818670913305,0.584,500,False,0.5099999999999999,0.5099999999999999
