horizon,rep,fold,n_train,n_valid,n_test,comparison,metric,delta,ci_lo,ci_hi,p_bootstrap,n_boot_used,excludes_zero,threshold_base,threshold_other
7,3,3,2634,878,878,locked pipeline,roc_auc,0.00034217708081230036,-0.00598466417315775,0.00686774184488789,0.9,500,False,0.37999999999999995,0.37999999999999995
7,3,3,2634,878,878,locked pipeline,auprc,-0.0016976922002612804,-0.015970186329638255,0.01421979241631712,0.804,500,False,0.37999999999999995,0.37999999999999995
7,3,3,2634,878,878,locked pipeline,brier,-0.0005797495322741181,-0.0027318005725896315,0.0014911122951213962,0.612,500,False,0.37999999999999995,0.37999999999999995
7,3,3,2634,878,878,independently optimized,f1_macro,-0.006120668988076394,-0.025091415286179093,0.013879660338027294,0.552,500,False,0.37999999999999995,0.4699999999999999
7,3,3,2634,878,878,independently optimized,roc_auc,-0.0015189324075077781,-0.008387778772023891,0.005478255160957281,0.624,500,False,0.37999999999999995,0.4699999999999999
7,3,3,2634,878,878,independently optimized,auprc,-0.0006077662536002615,-0.013834219278252848,0.013266928880114551,0.936,500,False,0.37999999999999995,0.4699999999999999
7,3,3,2634,878,878,independently optimized,brier,-0.0003347462618370628,-0.002354809984051395,0.0017346742761802322,0.788,500,False,0.37999999999999995,0.4699999999999999
7,3,4,2634,878,878,locked pipeline,f1_macro,-0.008711318437429227,-0.02409496783132019,0.006299849637122716,0.284,500,False,0.3999999999999999,0.3999999999999999
7,3,4,2634,878,878,locked pipeline,roc_auc,0.0022533612638852007,-0.00368372267720366,0.00723357996766702,0.484,500,False,0.3999999999999999,0.3999999999999999
7,3,4,2634,878,878,locked pipeline,auprc,0.010132799601429099,-0.0032886984254758274,0.028231534354152394,0.208,500,False,0.3999999999999999,0.3999999999999999
7,3,4,2634,878,878,locked pipeline,brier,-0.0009507139252498686,-0.0026404246753417263,0.0010721400983015731,0.324,500,False,0.3999999999999999,0.3999999999999999
7,3,4,2634,878,878,independently optimized,f1_macro,-0.013761890835411572,-0.028052320347780692,0.0009406191399502573,0.076,500,False,0.3999999999999999,0.3499999999999999
7,3,4,2634,878,878,independently optimized,roc_auc,0.003730564759098831,-0.0025900460402731723,0.009206367501728386,0.248,500,False,0.3999999999999999,0.3499999999999999
7,3,4,2634,878,878,independently optimized,auprc,0.010500894816133033,-0.004615647030523609,0.028637690889730078,0.144,500,False,0.3999999999999999,0.3499999999999999
7,3,4,2634,878,878,independently optimized,brier,-0.0011033139520660318,-0.0030000869744863353,0.0008501094259577078,0.252,500,False,0.3999999999999999,0.3499999999999999
7,4,0,2634,878,878,locked pipeline,f1_macro,0.005702435128816186,-0.0075753555852546865,0.020910268325249625,0.408,500,False,0.27999999999999997,0.27999999999999997
7,4,0,2634,878,878,locked pipeline,roc_auc,0.0028420523138833476,-0.0019329773248726201,0.007879254983969786,0.292,500,False,0.27999999999999997,0.27999999999999997
7,4,0,2634,878,878,locked pipeline,auprc,0.0018420392429245869,-0.009887907321748638,0.013926780648074212,0.768,500,False,0.27999999999999997,0.27999999999999997
7,4,0,2634,878,878,locked pipeline,brier,-0.0006395985741847188,-0.002412574631332274,0.0009650810166885467,0.508,500,False,0.27999999999999997,0.27999999999999997
7,4,0,2634,878,878,independently optimized,f1_macro,0.01851155240984248,-0.0022978163572696273,0.03836649004399405,0.064,500,False,0.27999999999999997,0.37999999999999995
7,4,0,2634,878,878,independently optimized,roc_auc,0.002942655935613825,-0.0024621312386308657,0.008041578281118764,0.268,500,False,0.27999999999999997,0.37999999999999995
7,4,0,2634,878,878,independently optimized,auprc,0.0006357490811551569,-0.012371063640282976,0.011659679267995037,0.892,500,False,0.27999999999999997,0.37999999999999995
7,4,0,2634,878,878,independently optimized,brier,-4.295773560408778e-05,-0.0015224735252129518,0.0014871124973070372,0.972,500,False,0.27999999999999997,0.37999999999999995
7,4,1,2634,878,878,locked pipeline,f1_macro,0.016794229695119678,0.0012486651207096384,0.034348105237474974,0.04,500,True,0.38999999999999996,0.38999999999999996
7,4,1,2634,878,878,locked pipeline,roc_auc,0.0021294433266264567,-0.0029150039437767783,0.007502134401393581,0.42,500,False,0.38999999999999996,0.38999999999999996
7,4,1,2634,878,878,locked pipeline,auprc,0.0025624001594045653,-0.011660910081867544,0.01780751506161174,0.74,500,False,0.38999999999999996,0.38999999999999996
