horizon,feature_set,model,sampler,n,n_events,prevalence,threshold,f1_macro,roc_auc,auprc,brier,precision_event,recall_event,precision_free,recall_free
7,CV17,LogisticRegression,none,878,169,0.19248291571753987,0.5,0.5664449414703576,0.8363725891120921,0.5919434034764977,0.12063298575224668,0.7666666666666667,0.13609467455621302,0.8278301886792453,0.9901269393511989
7,CV17,LogisticRegression,class_weight,878,169,0.19248291571753987,0.5,0.7006756337940867,0.8393436876674372,0.5963739181228082,0.16736933420124556,0.4468864468864469,0.7218934911242604,0.9223140495867769,0.7870239774330042
7,CV17,LogisticRegression,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7047670779338351,0.8378998673020589,0.6002110882804628,0.16279956234854334,0.4522058823529412,0.727810650887574,0.9240924092409241,0.7898448519040903
7,CV17,LogisticRegression,SMOTENC,878,169,0.19248291571753987,0.5,0.6992756154542186,0.8361389072032448,0.5861166864144083,0.16377554547182527,0.44285714285714284,0.7337278106508875,0.9247491638795987,0.7799717912552891
7,CV17,RandomForest,none,878,169,0.19248291571753987,0.5,0.6785441231895762,0.8372822794001051,0.603045476661588,0.1119661585927065,0.7142857142857143,0.3254437869822485,0.8576779026217228,0.9689703808180536
7,CV17,RandomForest,class_weight,878,169,0.19248291571753987,0.5,0.7188856366099254,0.8372822794001051,0.5964229815815595,0.13682263309199932,0.5,0.6390532544378699,0.9078549848942599,0.847672778561354
7,CV17,RandomForest,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7116584564860426,0.832299847272181,0.5895669015634561,0.1427621876454603,0.4767932489451477,0.6686390532544378,0.9126365054602185,0.8251057827926658
7,CV17,RandomForest,SMOTENC,878,169,0.19248291571753987,0.5,0.695677452536953,0.8218843107635557,0.5590655944749423,0.14635531041390776,0.4622222222222222,0.6153846153846154,0.900459418070444,0.8293370944992948
7,CV17,AdaBoost,none,878,169,0.19248291571753987,0.5,0.7086752622434717,0.8489163001477205,0.6248506744412947,0.1562755783372036,0.7441860465116279,0.378698224852071,0.8674242424242424,0.9689703808180536
7,CV17,AdaBoost,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7127695475801841,0.8487201742599377,0.6300311760965729,0.19172539329441368,0.46153846153846156,0.7455621301775148,0.9289256198347108,0.7926657263751763
7,CV17,AdaBoost,SMOTENC,878,169,0.19248291571753987,0.5,0.7128563220930746,0.8360679680523447,0.5944150197328335,0.19528484096319323,0.46875,0.7100591715976331,0.9212218649517685,0.8081805359661495
7,CV17_THY_CONT,LogisticRegression,none,878,169,0.19248291571753987,0.5,0.5702068435955272,0.8363141686348804,0.5904821377486033,0.120331193853964,0.75,0.14201183431952663,0.8286052009456265,0.9887165021156559
7,CV17_THY_CONT,LogisticRegression,class_weight,878,169,0.19248291571753987,0.5,0.6944882969514652,0.8391100057585898,0.5935397663169655,0.16692378236709726,0.4384057971014493,0.7159763313609467,0.920265780730897,0.7813822284908322
7,CV17_THY_CONT,LogisticRegression,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7063264525993884,0.8378080636950117,0.5968769039502957,0.16239992396054434,0.45161290322580644,0.7455621301775148,0.9282136894824707,0.7842031029619182
7,CV17_THY_CONT,LogisticRegression,SMOTENC,878,169,0.19248291571753987,0.5,0.6992756154542186,0.8299630281837074,0.5766674393449597,0.16410738127383892,0.44285714285714284,0.7337278106508875,0.9247491638795987,0.7799717912552891
7,CV17_THY_CONT,RandomForest,none,878,169,0.19248291571753987,0.5,0.6934839557300203,0.8338104338972299,0.6359511808890248,0.11095497722898218,0.7375,0.34911242603550297,0.8621553884711779,0.9703808180535967
7,CV17_THY_CONT,RandomForest,class_weight,878,169,0.19248291571753987,0.5,0.7288293718835399,0.831248278682368,0.626474387121028,0.1237757403121701,0.575,0.5443786982248521,0.8927576601671309,0.9040902679830748
7,CV17_THY_CONT,RandomForest,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7313335823525564,0.8233114395640162,0.6115177291723618,0.12595508466792427,0.573170731707317,0.5562130177514792,0.8949579831932774,0.9012693935119888
7,CV17_THY_CONT,RandomForest,SMOTENC,878,169,0.19248291571753987,0.5,0.7051884468840164,0.8084142178749968,0.5732352967659099,0.13761515862587562,0.5053763440860215,0.5562130177514792,0.8916184971098265,0.8702397743300423
7,CV17_THY_CONT,AdaBoost,none,878,169,0.19248291571753987,0.5,0.6801720006025499,0.8478897689052838,0.6326840420879618,0.1429391567901151,0.75,0.31952662721893493,0.8573200992555832,0.9746121297602257
7,CV17_THY_CONT,AdaBoost,RandomOverSampler,878,169,0.19248291571753987,0.5,0.7133919515971644,0.8423898982649118,0.630400160354515,0.18304336641922006,0.4659090909090909,0.727810650887574,0.9250814332247557,0.8011283497884344
7,CV17_THY_CONT,AdaBoost,SMOTENC,878,169,0.19248291571753987,0.5,0.7044880639596252,0.8247802972767713,0.5854482770147851,0.183952574276269,0.4573643410852713,0.6982248520710059,0.917741935483871,0.8025387870239774
10,CV17,LogisticRegression,none,523,193,0.3690248565965583,0.5,0.6604684664193072,0.8075836081017429,0.737165524309845,0.18270346591135506,0.85,0.35233160621761656,0.7178329571106095,0.9636363636363636
10,CV17,LogisticRegression,class_weight,523,193,0.3690248565965583,0.5,0.7160959116570507,0.8080232375569164,0.7380449197524357,0.19082558413764641,0.6292682926829268,0.6683937823834197,0.7987421383647799,0.7696969696969697
