draw,horizon,n_oob,c_base,c_thy,delta
311,,2922,0.7907125636356112,0.791943886842432,0.0012313232068208446
312,,2953,0.792593419266038,0.7937850690375661,0.0011916497715280805
313,,2984,0.7841739904777807,0.7873944435168461,0.003220453039065374
314,,2971,0.8033195804783966,0.7955944010019114,-0.007725179476485211
315,,2985,0.7858078195746224,0.7866023177690591,0.0007944981944366658
316,,2986,0.7856181539036896,0.787431477526597,0.0018133236229074257
317,,2927,0.77982180008205,0.7816141550904874,0.0017923550084373296
318,,2962,0.7864755339057684,0.7865833241596947,0.0001077902539262654
319,,2971,0.800096431771358,0.802840054872462,0.002743623101103987
320,,2894,0.7930309895729825,0.7968361222624111,0.003805132689428614
321,,2927,0.7724238925342871,0.7752375198093185,0.0028136272750314273
322,,2901,0.8006454822685711,0.8039399165306875,0.003294434262116397
323,,3005,0.7789505424389971,0.7808653323782709,0.0019147899392738532
324,,2988,0.7850878797704314,0.7872755694112037,0.0021876896407723168
325,,2970,0.7887274292091015,0.7925529457814775,0.0038255165723759532
326,,2988,0.7976580256477563,0.8007196225182946,0.003061596870538308
327,,2961,0.8075011410200469,0.811608813188687,0.004107672168640164
328,,3012,0.7885450321224098,0.7891909516713324,0.0006459195489225689
329,,2918,0.79817153962759,0.8027910297360309,0.004619490108440871
330,,2972,0.7836663144750744,0.7818533282105465,-0.0018129862645278605
331,,2971,0.795859036523888,0.7968654292251698,0.0010063927012817775
332,,3030,0.7902453764343548,0.7918877094322256,0.0016423329978708656
333,,2950,0.7966909185830877,0.7995387970868009,0.0028478785037131527
334,,2973,0.7753521011296749,0.7787577558281432,0.003405654698468319
335,,2971,0.7914993868198541,0.7948350868133996,0.003335699993545549
336,,3017,0.783133311709374,0.7848584231328312,0.0017251114234572151
337,,2991,0.8047982457973252,0.807574832009774,0.002776586212448806
338,,2961,0.8004464251490426,0.8019553779281478,0.0015089527791051216
339,,2977,0.7887126092753727,0.7909637648090597,0.0022511555336870437
340,,2985,0.7949258612085064,0.7963209494258184,0.001395088217312046
341,,2953,0.7857632766938561,0.7876193982136284,0.0018561215197722136
342,,3021,0.7896784324485214,0.7922482291308134,0.0025697966822919582
343,,2986,0.7835806854614146,0.7846895053459166,0.0011088198845020658
344,,2988,0.7882995631487394,0.7920839955665896,0.003784432417850203
345,,2944,0.8043687505059994,0.8082239839211065,0.0038552334151070733
346,,2994,0.7867314940332866,0.7884102698725918,0.0016787758393052021
347,,2985,0.7879766945533313,0.7913192222103276,0.0033425276569962747
348,,2954,0.7922858454483727,0.7935198339678038,0.0012339885194311284
349,,2933,0.7890915192409175,0.7899548116383087,0.0008632923973912465
350,,2974,0.7824713877870696,0.7845351105461286,0.0020637227590589724
351,,2940,0.7905544016206375,0.796230479267636,0.005676077646998512
352,,2989,0.8045282749131069,0.8054115667836305,0.0008832918705236059
353,,2962,0.7959702709691107,0.7969846647527995,0.0010143937836888384
354,,2984,0.7796557167108438,0.7793219068608472,-0.00033380984999653585
355,,2916,0.809958643231627,0.8119342231767159,0.001975579945088901
356,,2965,0.7836645256054467,0.7880542027607048,0.004389677155258065
357,,2949,0.8043675059040888,0.8067727530432324,0.002405247139143585
358,,2928,0.7967157039246953,0.7965022375392212,-0.00021346638547403707
359,,3003,0.7991688273521451,0.7973095318225125,-0.0018592955296325986
360,,2973,0.7807302218746344,0.7813866702793908,0.0006564484047564267
361,,2948,0.7806089593942179,0.7834770618503566,0.002868102456138666
362,,3006,0.7946368413960383,0.7973007032096103,0.0026638618135720327
363,,2963,0.7801619910747636,0.7825161696188099,0.0023541785440462926
364,,2942,0.7934423836828839,0.794358779877088,0.0009163961942041388
365,,2966,0.7955908051110413,0.7970085192676701,0.0014177141566288354
366,,2934,0.7797986231569818,0.7808976582827407,0.0010990351257589293
367,,2995,0.7947257062702962,0.7958684162633755,0.001142709993079305
368,,3019,0.7881925332276507,0.7899520758566533,0.001759542629002575
369,,2964,0.7963010609861049,0.7989665176562739,0.002665456670169042
370,,2966,0.7848788596054695,0.7862214958205238,0.0013426362150542603
371,,2926,0.7930213373586278,0.7952287425277798,0.002207405169151966
372,,2974,0.7890698872818055,0.7909985541252458,0.0019286668434402854
373,,2942,0.786083796046744,0.7896149840645165,0.003531188017772413
374,,2982,0.7874431706293826,0.7899652510644232,0.0025220804350405412
375,,3047,0.7825356753425307,0.7829943583179254,0.000458682975394753
376,,2973,0.7882619924054327,0.7926595339578705,0.004397541552437767
377,,2960,0.7980885352641603,0.7995258486768342,0.0014373134126738352
378,,2936,0.7877102129106327,0.7909129879920571,0.003202775081424414
379,,2931,0.7918989194903636,0.7931614056699657,0.001262486179602118
380,,2964,0.8036210746446597,0.8044920185866522,0.0008709439419924969
381,,2926,0.7978515207963657,0.7991989220789739,0.0013474012826082404
382,,2883,0.7840557015826856,0.7863206755774286,0.0022649739947430136
383,,2984,0.782823836518993,0.7844777519519763,0.0016539154329833217
384,,2999,0.7885887065292226,0.7896935900196135,0.00110488349039084
385,,2957,0.7884134209377296,0.7917299602329029,0.003316539295173282
386,,2978,0.7964782372158216,0.7978852271417737,0.001406989925952118
387,,2980,0.7858778885254811,0.7871432106913051,0.0012653221658239788
388,,2984,0.7996250467774324,0.8013053655243597,0.0016803187469273118
389,,2961,0.7765520222335813,0.7801252763717205,0.003573254138139137
390,,2943,0.7928706975487293,0.7939854050526168,0.0011147075038875354
391,,2968,0.7791797421908946,0.7809250229324579,0.0017452807415633265
392,,2979,0.775751669178083,0.7789501827810066,0.0031985136029235584
393,,2996,0.7943853421910761,0.7945397788264841,0.0001544366354079285
394,,2986,0.7841470965320992,0.7845648706963945,0.00041777416429522596
395,,2933,0.8012653076614041,0.7997350290778934,-0.0015302785835107358
396,,2981,0.7860428363079415,0.7854721407910717,-0.0005706955168697236
397,,2916,0.7915006586115493,0.7932759284254577,0.0017752698139084089
398,,2936,0.7754761486871008,0.7769467447438823,0.001470596056781459
399,,2987,0.7854151323218933,0.7877976628860411,0.0023825305641478334
400,,2943,0.7864426575039984,0.7848888969994956,-0.0015537605045028435
401,,2969,0.7829691748911328,0.7843028378369813,0.0013336629458484683
402,,2951,0.774805906114329,0.7779915548796077,0.0031856487652787147
403,,2939,0.7778605042104006,0.778817767216466,0.0009572630060653564
404,,2961,0.7841580641698331,0.7853018240518257,0.0011437598819925565
405,,2922,0.7680915178276156,0.772587775576021,0.004496257748405341
406,,2965,0.8014472558951756,0.8051957682716057,0.0037485123764300354
407,,2943,0.8036094953623644,0.8046206571293821,0.0010111617670177653
408,,2983,0.7879538043774605,0.7904293488336587,0.002475544456198131
409,,2949,0.7989006792902362,0.8001154187885476,0.0012147394983114124
410,,2961,0.7888687720733161,0.7910856480253239,0.002216875952007813
