draw,horizon,n_oob,c_base,c_thy,delta
89,7.0,2940,0.8074340240006167,0.8096731964561544,0.00223917245553773
89,10.0,2940,0.8040417235978272,0.8056366847735529,0.001594961175725662
90,7.0,2992,0.7988373176908625,0.7980994818081443,-0.0007378358827182518
90,10.0,2992,0.7944107964112488,0.7928476288607976,-0.001563167550451161
91,7.0,2974,0.7859003290363464,0.7866864096940634,0.0007860806577170143
91,10.0,2974,0.7812173260455362,0.7814948079909942,0.00027748194545806903
92,7.0,2981,0.77617226730876,0.7781883737032855,0.002016106394525541
92,10.0,2981,0.7755614717077368,0.776251468776143,0.0006899970684062229
93,7.0,3010,0.7894838917384148,0.7925695253438286,0.0030856336054138067
93,10.0,3010,0.7867048803014088,0.7893326785216894,0.002627798220280586
94,7.0,2965,0.7880272597926291,0.788947902074395,0.0009206422817659154
94,10.0,2965,0.7861473187577647,0.7870257278293347,0.0008784090715699966
95,7.0,2971,0.7842875976555586,0.7882355939907757,0.003947996335217141
95,10.0,2971,0.7834390158883056,0.7869766983936074,0.0035376825053018424
96,7.0,2951,0.7775553347624885,0.7821181914887873,0.004562856726298747
96,10.0,2951,0.7765894611431399,0.7804324889189544,0.003843027775814578
97,7.0,2963,0.7736285242414636,0.7750570116682176,0.0014284874267540548
97,10.0,2963,0.7704396745297825,0.7713149189946157,0.0008752444648332247
98,7.0,2975,0.7967375680947563,0.7981243941777239,0.001386826082967585
98,10.0,2975,0.7928273116323081,0.793690520681155,0.0008632090488468469
99,7.0,2942,0.7995755449241405,0.7947618319377197,-0.004813712986420859
99,10.0,2942,0.7978284953381116,0.7933499017485788,-0.004478593589532842
100,7.0,2967,0.7998822556639656,0.8005781379196296,0.000695882255663971
100,10.0,2967,0.7978095229763894,0.7977495372979702,-5.9985678419249844e-05
101,7.0,2927,0.7897645674530689,0.7929142870355383,0.003149719582469457
101,10.0,2927,0.787016915058092,0.7895054522299754,0.0024885371718833538
102,7.0,2953,0.7938134374798824,0.7938576961867772,4.425870689472866e-05
102,10.0,2953,0.7920276087392162,0.7913541320521633,-0.0006734766870528652
103,7.0,2989,0.775456468370523,0.7773196045767393,0.0018631362062163648
103,10.0,2989,0.7724212364421298,0.7743150745953321,0.0018938381532023207
104,7.0,2957,0.76349012872848,0.7650300679661318,0.0015399392376518328
104,10.0,2957,0.7624330513863923,0.7632503421715918,0.0008172907851995426
105,7.0,2970,0.793798805467332,0.7962949831369607,0.0024961776696287297
105,10.0,2970,0.7904216786131512,0.7920830324697815,0.0016613538566303543
106,7.0,2940,0.7898133044325472,0.7931062200903889,0.003292915657841733
106,10.0,2940,0.7874051500798497,0.7897532896657209,0.0023481395858712117
107,7.0,2966,0.7978555976353737,0.8003032249453611,0.002447627309987377
107,10.0,2966,0.7931777407048716,0.7954462356220539,0.0022684949171822844
108,7.0,2978,0.7873081625769458,0.7888418079096046,0.0015336453326587618
108,10.0,2978,0.7820654112495541,0.7834245581235163,0.0013591468739622137
109,7.0,2946,0.7926512740947221,0.7921818707760275,-0.0004694033186946056
109,10.0,2946,0.7864765078702372,0.7848880083105949,-0.0015884995596422424
110,7.0,2953,0.796896778960401,0.7988976975457796,0.0020009185853785416
110,10.0,2953,0.7948870675092286,0.796607645623475,0.0017205781142464183
111,7.0,2949,0.7767799747031929,0.7809396472608778,0.004159672557684901
111,10.0,2949,0.7793947222446477,0.7819872444262727,0.002592522181624979
112,7.0,2973,0.803091526202326,0.8047892067462828,0.0016976805439568032
112,10.0,2973,0.8000957469443722,0.8009604245963261,0.0008646776519538601
113,7.0,2985,0.7965787690108679,0.7970811543522921,0.0005023853414242163
113,10.0,2985,0.7924007654947735,0.7922696020626386,-0.00013116343213481763
114,7.0,2951,0.7807558161507853,0.7818491283197546,0.0010933121689693515
114,10.0,2951,0.7776423485387043,0.7779499359937309,0.00030758745502657003
115,7.0,2994,0.79653273098364,0.7943969178692093,-0.0021358131144306736
115,10.0,2994,0.7934879083003458,0.7905662945001162,-0.0029216138002295944
116,7.0,2981,0.7928385130042092,0.7909027235796762,-0.0019357894245329854
116,10.0,2981,0.7861253934875746,0.7835685169355023,-0.0025568765520722625
117,7.0,2971,0.7924878702380281,0.7901520226816575,-0.0023358475563706182
117,10.0,2971,0.7889775799836992,0.7851236141118025,-0.0038539658718966807
118,7.0,2919,0.791948527430726,0.7931281556876286,0.001179628256902654
118,10.0,2919,0.7890906244033893,0.7894532264023701,0.00036260199898086043
119,7.0,3022,0.7898299723210755,0.7936219849742981,0.0037920126532225984
119,10.0,3022,0.7857434107312901,0.7889444987282668,0.0032010879969767148
120,7.0,2963,0.8102551621157603,0.8121851586293999,0.0019299965136395647
120,10.0,2963,0.8032233767546557,0.8045522738563534,0.0013288971016977014
121,7.0,2989,0.7761422948842805,0.7763270681757874,0.00018477329150690114
121,10.0,2989,0.7739590157490632,0.773241005214748,-0.0007180105343151943
122,7.0,2920,0.7893299617813803,0.7936512060226079,0.004321244241227595
122,10.0,2920,0.7840104157550413,0.7878691998745154,0.0038587841194741568
123,7.0,2980,0.7866920396646514,0.7895765636273133,0.0028845239626619223
123,10.0,2980,0.7857045559327717,0.7877949620688209,0.002090406136049272
124,7.0,2943,0.7835706019632044,0.7827500804028664,-0.0008205215603379612
124,10.0,2943,0.7829602989112128,0.7811387439303094,-0.001821554980903417
125,7.0,2990,0.7698346274545923,0.7746293500561298,0.00479472260153746
125,10.0,2990,0.76658548120721,0.7714426984933901,0.004857217286180049
126,7.0,2953,0.7882724472688993,0.7837875420744148,-0.004484905194484523
126,10.0,2953,0.7881422785358722,0.7829215113624881,-0.005220767173384044
127,7.0,3006,0.7836240749376797,0.7838371136886491,0.000213038750969341
127,10.0,3006,0.7812133215962441,0.7807939651799687,-0.0004193564162754404
128,7.0,2982,0.7875197992827908,0.7872004764499411,-0.0003193228328497444
128,10.0,2982,0.7794650984698522,0.7787330164188665,-0.0007320820509857384
129,7.0,2963,0.7961475873779539,0.7941747123684296,-0.0019728750095242553
129,10.0,2963,0.7914052314211213,0.7885583034550195,-0.0028469279661017532
130,7.0,2942,0.7842668173665752,0.7853718253806878,0.0011050080141126184
130,10.0,2942,0.7817086134042699,0.7820391455875275,0.0003305321832576258
131,7.0,2939,0.7686115753353225,0.7717899213744089,0.0031783460390863993
131,10.0,2939,0.7667366127997841,0.7692679303150204,0.0025313175152362755
132,7.0,2948,0.7859217279135345,0.7861980405074263,0.00027631259389171436
132,10.0,2948,0.7814607003869678,0.7812396151744101,-0.00022108521255770341
133,7.0,3015,0.8057172702323858,0.8088040215038749,0.003086751271489052
133,10.0,3015,0.8021907142428356,0.8042068303997364,0.0020161161569007824
134,7.0,3017,0.7669981387928743,0.7642555171496942,-0.0027426216431800654
134,10.0,3017,0.7633272421936631,0.7595120232073675,-0.0038152189862955543
135,7.0,2967,0.8079693471940966,0.8121791921958786,0.004209845001782009
135,10.0,2967,0.804994162431949,0.8078534058520649,0.002859243420115898
136,7.0,2965,0.7910820591240001,0.7938131978413698,0.002731138717369741
136,10.0,2965,0.7866279263522595,0.7887064742323012,0.0020785478800416923
137,7.0,2977,0.7887035100228762,0.7887227121612262,1.920213835004958e-05
137,10.0,2977,0.7865008997696735,0.7859095704101708,-0.0005913293595026792
138,7.0,2942,0.7895513186251578,0.7934005197165085,0.0038492010913506736
138,10.0,2942,0.7830921740804246,0.7864949129876478,0.0034027389072232017
139,7.0,2950,0.7899609380137572,0.7900516880828061,9.075006904890603e-05
139,10.0,2950,0.7859264984647247,0.7854373511865866,-0.0004891472781380912
140,7.0,2944,0.7935349264271794,0.7928667771451273,-0.0006681492820520551
140,10.0,2944,0.7906493723915042,0.7888588211135947,-0.0017905512779095023
141,7.0,2955,0.7747008589138499,0.7736657260101788,-0.0010351329036710766
141,10.0,2955,0.7671403869330058,0.7650281495799396,-0.002112237353066204
142,7.0,2962,0.7941839033381118,0.796340166344064,0.002156263005952175
142,10.0,2962,0.7930763880882337,0.7945231462713434,0.0014467581831096865
143,7.0,2976,0.7920984746523104,0.7943093876177658,0.0022109129654553916
143,10.0,2976,0.7896033541475183,0.7916259556660495,0.0020226015185312862
144,7.0,2970,0.7933540105605923,0.7945344739891668,0.0011804634285744742
144,10.0,2970,0.789972626778796,0.7902982630671602,0.0003256362883642394
145,7.0,2961,0.7597537903436825,0.7628882644904356,0.0031344741467530524
145,10.0,2961,0.7594301773377892,0.7622077803697223,0.0027776030319330847
146,7.0,2963,0.7755350879939876,0.776896620112315,0.0013615321183273466
146,10.0,2963,0.7715603355174057,0.7724644766083111,0.0009041410909054193
147,7.0,2969,0.7877351826527547,0.790551133581415,0.0028159509286603823
147,10.0,2969,0.7858582682399017,0.7876439437224623,0.0017856754825605892
148,7.0,2992,0.7996677731955446,0.8045211268360961,0.004853353640551505
